dead [0]
alive [5.447250460122448 11.11070136294917 33.635927652571155]
alive [5.518912680152359 11.852598198317034 16.08956359961398]
alive [5.1005105947697675 42.76859961143046]
alive [7.248498844981144 33.873531681530636]
alive [4.791778241902371 14.358377305894498 35.593600068832295 41.244700356346996]
alive [8.133913774825736 17.827689259899874 26.375346939154113]
alive [5.1986993239373085 16.907036616071082 42.79853019074189]
alive [5.62612709831572]
alive [4.948316356861681 23.277544730542267 44.317267985279926]
alive [6.92041375024515]
alive [3.6633528402503184 28.48694756505559 40.59293946884644]
alive [5.949032018682041 20.09294856287186 26.576774547137124]
alive [6.0898324298201105 44.35439309177881]
alive [4.39126983518595 42.930456361193855]
alive [2.6662563434663684 25.679862117726447]
alive [5.928019246880219 36.129780932101205]
alive [2.5096463118522263 22.8000283669201 35.4943788217687]
alive [0.20893135808881846 45.11320991667216]
alive [7.279037762907158]
alive [3.654066217153111 24.324404320624947 36.66683572583857]
alive [2.3657559763932965 13.560172177467518 31.25517119582956 41.5889291128528]
alive [3.8425875267441163 43.34694256637013]
alive [6.294257977007405 39.42410975156354 42.31653349003687]
alive [6.167516020788314 28.57452277044065 42.904986601555684]
alive [4.635460838937545 19.12143265760609 30.989099162821763]
alive [4.635459782632452 30.543293990107184 40.854021675730024]
alive [6.480866450571222 33.26638072290472 39.97859135633638]
alive [3.9470931238625546 23.098324706927723 47.844024444525]
alive [3.0305617275803494 32.3182554815826]
alive [5.0086668916252135 18.135719389179574 37.01454626666195]
alive [7.788307415644924 26.70945435970687 44.84073388622789]
alive [6.094975267399236]
alive [7.18639715185943 29.898663682596617]
alive [4.079862643863442 28.477763250880212 38.49542664730026]
alive [5.322556913664964 14.36801187655113 31.03861955295886 34.652141839117725 46.94604177329388]
alive [5.1123334800145495 25.588246744476074 46.982672545994426]
alive [3.641785724972211 35.59674795470254]
alive [6.388294789631343 32.70301770720167 45.374915055137265]
alive [5.499066793044581 30.463943929600102]
alive [2.5858372322889096 23.77959148892804]
alive [6.711026383788374 36.013048754506684 45.336960140743976]
alive [6.5045342988496655]
alive [2.7612720117004113 34.19442043215687]
alive [4.789409450789515 15.939077584177229 22.636076973053648 46.02182414263825]
alive [3.069611101620871 16.853501149696132]
alive [1.2936943592286714 14.927528476410908]
alive [1.9472400009539979 22.72108820723456]
alive [4.9470799683464595 32.617376107593046]
alive [7.94895616852749 44.42860403256228]
alive [1.5791946490723476 16.250815712580035 34.81704820342964]
alive [2.145645647569077 10.830650438560708]
alive [5.686783808467417 12.045635132752881 38.932658692224436 47.15099912855885]
alive [6.674754301925828 15.174807988487306 20.322255884148927 30.734964826606216]
alive [4.768733600561606 13.180184836151238 49.696443686641054]
alive [3.7388623179419262 13.236429922480205 17.872956626934954]
alive [3.75829550850497 21.196504910123757]
alive [5.271855141898912 18.22679734698393]
alive [4.056907339259178 39.03322201138629]
alive [5.4295500049964955 19.67880214629293]
alive [5.930667190574748 40.14898985313676]
alive [4.33356834209201 29.627235549452603 37.58584292713743]
alive [5.019466708866414 19.77665012174254 32.59810476600063]
alive [2.5209395751248604 13.671234124877977 24.200319684508393 33.54133340049021 48.630692695014936]
alive [4.023434373311117]
alive [6.991943797572629 25.52454437462481 32.59554508325933 47.29936588893135]
alive [5.875649639930477 14.800330916270953]
alive [4.711640452410378 25.91743103644673]
alive [6.985837119229843 26.037048822965772 32.753761662313025]
alive [6.55332988584089 30.446040013138973]
alive [5.831029934375359 35.31160979899686]
alive [5.949417748888818 42.452972518673164]
alive [6.449213570791782 39.82241430736751]
alive [3.071767283616307 16.392066106494372]
alive [5.5218875425634355 32.34559384585503 38.940171543055904]
alive [2.8740946741387847 8.467650334751172 20.734220500919303 42.39474596000013]
alive [5.494665691096962 30.63420737004863 44.567764855259405]
alive [5.224000870687616 28.491789092520904 48.484968950186335]
alive [7.853948627668761 37.21614293257838]
alive [4.9784462588314]
alive [4.103848742533014 35.20322234225563]
alive [8.513966270564246 22.64322278008474 32.966983172909245 43.837514627430565]
alive [0.7843001100433881 15.07490438911142 28.17807848700527]
alive [5.6801429333615605 17.92495135013026 36.72161893083998 49.3650828325211]
alive [6.927634245829445 16.20262902129137 34.91109179052479 45.5740160800828]
alive [6.084236929299274 33.99370150655382]
alive [6.34206788307655 48.8439780246411]
alive [6.943000454777785 23.656455362889393]
alive [4.388454036805252]
alive [5.012965511723785 36.77857655774309]
alive [5.804794549023211 30.610737717387696 43.833297515439796]
alive [7.942792002800627 32.07814399709323 44.897166463047334]
alive [5.777244897044738 30.506148069490795]
alive [4.346569155276334 15.517972043306917 24.904779033055544]
alive [3.640739193000585 13.247160118361442 36.05381781130753]
alive [3.6621395997988833 11.295989228964482 28.66530045323671 36.71202921125641]
alive [0.8780340005694184 20.818230793245263 30.17331885458051]
alive [4.533790951783508 26.242171164521505]
alive [5.402399999063646 14.469333618763931 45.550691632797374]
alive [4.541075660863545 39.345210496601574]
alive [1.288075474443783 28.939492635535217 44.64300330313851]
alive [5.504447586959747 14.519931848449938 23.501243180200373]
alive [6.491706188848348 37.27996630318904]
alive [9.093290681787334 33.19629735689573]
alive [2.886452484706001 8.806863184588025 35.369031001665874]
alive [4.856241629539714 38.21644293634684 44.182445972658556]
alive [6.419524651645402 40.9432373988082]
alive [6.194786039172 44.32840341699875]
alive [3.8308479892879017 26.201799077402622 42.663813854291895]
alive [4.927071769144107 41.50203893507507]
alive [6.0856953383898915 12.750290425358658 26.192218808563815 38.68916374762685]
alive [3.3901510668030332 36.530933008215996]
alive [8.14928075434547 46.562493801173304]
alive [4.232928915621179 19.289459104463585 35.091281539257 47.10327108895536]
alive [4.284005953747641 22.595027150996042 39.775490529848575]
alive [6.10912482051924 13.635379751477249 27.459488578377112]
alive [8.105437815405969 29.508125763783227 36.006289381773634 47.096684781362164]
alive [4.990167916193911]
alive [2.977767071824786 33.91476229826552 43.859476658735126]
alive [5.529114681941238 13.734068400459519 38.69038551974053 43.64857927503554]
alive [4.050507087984882 23.417743170100852 38.595260281406574]
alive [4.3005223046027945 25.35259747359854]
alive [4.652252371018546 33.012127467323204 47.54920970131739]
alive [5.364561917981922 29.799226482586405 40.91218623873228]
alive [3.67002527806426 33.252889169244 47.358727068839954]
alive [6.34223346392182 37.27028162564907]
alive [2.662122903986607 14.925615059438288 32.00179573723532]
alive [4.872100776731227 29.185012518279347 42.7145638821729]
alive [5.292526510074389 35.44500023161192]
alive [5.356331991960459 34.41815013324075 39.76155282676282]
alive [4.314138290082825 25.79841003069196 47.95278316823061]
alive [5.462391781090558 44.14112886342106]
alive [4.759479385185696 29.929872696731394 37.525577891654365]
alive [3.6055659329423704 18.301428846565972 32.189962187447186 46.876548108029525]
alive [6.841355371274661]
alive [7.482919062299632 34.80186435811547 45.05625553440873]
alive [4.772827864432469 25.490585809684944]
alive [6.775329116931796 23.13185951321433 34.10486592971898]
alive [2.8855935141663283 29.16685097587818]
alive [5.991309851474113 23.534555051587034]
alive [5.010109085684416 34.95411951970098 43.542449890412705]
alive [4.425678174780788 15.443447535925603 23.73221323924749]
alive [5.1636036159238605 21.838910769080123 34.916929317525835 39.87252781267279]
alive [5.349872507526096 25.566299210394437 44.52102582784665]
alive [5.027183963336262 17.0253405356716 27.29806343580253 35.686536772973774]
alive [2.5795498876739558 31.976697396704754 39.227214924725615]
alive [5.162795929508211 25.443936451572476 46.48991601572176]
alive [0.7227863212029615]
alive [5.576223413783325 22.54069806291191]
alive [4.464911914283522 13.745158822692344 37.46994661406589]
alive [3.646929646094545 43.34716764799664]
alive [4.272277249536066 18.214099134334393 48.81464538937687]
alive [6.651220105515996 26.01063142683902 37.87377315239773]
alive [5.461089549621821 24.536528545592347 39.66420621999319]
alive [4.396911366247115 13.589955335777255 22.581544771950526 33.70083738220125]
alive [4.1339318186847525 21.98830458363013]
alive [4.203272543370788 12.405635322013838 38.535313539953655]
alive [6.748997040048688]
alive [5.841696635570321 24.13577037282146 37.97903658486768]
alive [5.027633009722386 36.14345014903611]
alive [3.464286457278668 25.35876098124165 47.67792768883766]
alive [4.410643220470451 19.724825085758546 24.31332661014318 39.033151440356164]
alive [4.652316522501954 19.163207272922044 49.000418003999215]
alive [4.68798667077362 43.09559720837187]
alive [5.161017423354749 29.644920336481874 47.89598771988904]
alive [4.952846614073404 10.755783601663175 34.13215159870381]
alive [3.3131350522640264 26.52165559047031]
alive [6.526140613153258]
alive [7.597024229477922 21.427719621695775 27.11667227163762]
alive [4.579159851959882 25.572057746073394 33.65718039386396]
alive [5.807755808938625 15.634799169468083]
alive [6.719000202408115 32.993479289524245]
alive [5.84521157003993 20.476815000314332 31.334045187146142]
alive [1.9652415355341375 23.35567677663156 33.780020876298146]
alive [7.062934520842836 12.798564481419872 36.29328228623236 42.64866483092138]
alive [5.95568513149456 32.661283357857]
alive [4.9819151220402 47.90183374489375]
alive [7.826455015560941 42.24472420888908]
alive [5.29241862916984]
alive [5.986985576638167 31.76732265667749]
alive [4.675925951825739 36.40927447381223]
alive [3.0619125609944593 24.349984712198072]
alive [5.393564347531801 30.335670661544384 45.29967861501667]
alive [5.366721057773068 36.030208327843376]
alive [6.450170699353816 13.45600485633266]
alive [5.3784431254718275 24.144014529687475 48.46383714550527]
alive [4.177625002605636 27.07606293580438 38.38965849205945]
alive [2.800844402417524 33.45662610782626]
alive [4.994010998667235 14.47188694833442 21.518293113281054 32.71390212859866 45.15074524377952]
alive [3.851743359982844 18.26820928992303]
alive [4.648261395965818 7.095820371542962 23.949795980981484 35.9943965045218 44.82522149253626]
alive [7.065881050835558 12.228224901380438 20.542572299404416 46.56216102479707]
alive [3.030971807965492 29.83347795485227 44.99113592438351]
alive [3.850525050294388 15.270939387459904 44.41121998656384]
alive [4.424078734053728 27.22507723005485]
alive [5.833671640982639 15.510450865420157 34.22531632185041 39.559307290599165]
alive [2.1508067409788714 14.365290821895378 22.18043894959827 49.82204745588849]
alive [3.341298047325579 17.8443779161583 35.78101597481606]
alive [2.6722869177837523 30.28056772101372]
alive [4.712829593972831 21.854362418264248 33.485282514253775 46.6478315815675]
alive [5.227939647946385 37.66834991280289]
alive [4.986825495108441 37.16674420218518]
alive [4.845488706970871]
alive [5.437679144487087]
alive [6.0956435675608205 31.929000288999298]
alive [2.1436383321960575 19.06968225000946]
alive [5.314930175558091 18.563913892423987 47.12826616639993]
alive [4.750349554198722 17.572794688020373 47.02421744353201]
alive [6.10573750563776 28.875592535179656 37.53624661785549]
alive [6.665422710330332 13.78579029576291 35.11637025483064 48.813024510534945]
alive [2.3379128638801063 9.24275327424246 17.329434004226 33.607980018188826]
alive [5.694261646498562 15.074769133557947 23.58875019710429]
alive [7.529520483697295 10.413742832156773 29.706859370276987]
alive [7.588407608194531 36.24828266731011 43.46182328417543]
alive [5.64720221590844 23.17463672078846]
alive [4.564664890040971 25.83325851334194 45.014865113249456]
alive [5.79812686456086 23.915426356878225 49.391406574032835]
alive [4.3626561069156375]
alive [2.1635902860475884 13.83691269066599 19.40706753493785]
alive [8.474702912666512 27.652728582129217 37.90922772015177]
