dead [0]
dead [6.601743578576629]
dead [5.975477716936821]
dead [10.38890413667247]
dead [6.712325037862709]
dead [7.271420688811001 22.93978327647299]
dead [8.235804143228496]
dead [7.077426939274839 28.511088006055417]
alive [5.430795712016526 10.905748746834062 34.6065145250021]
alive [7.1983607382879224 21.048340650004672 48.30472094838722]
alive [5.0315155882310485 30.980741009511686]
alive [7.400112792151696 32.71451495650241]
alive [8.908205385148294 21.875483997270145 42.36162827069921]
alive [6.618906520792411 30.319036811092122 48.06507774551815]
alive [6.894503409662456 19.870651811805377]
alive [7.721234308485415 44.44931179372895]
alive [6.514253287585581 18.23128739785144 34.92067070155569 41.97508059705747]
alive [4.015671142034922 48.30378945576688]
alive [8.613136798034612 37.28473388150865]
alive [7.62010725207094 23.761458278359417]
alive [7.165786945598055 22.511839562557608 40.17685388485447]
alive [5.807335708282747 47.89278154111474]
alive [4.524487205071009 12.768603721438856 35.15877116912567]
alive [8.284375297088014 43.88758795610224 45.19323364091645]
alive [8.48708429499733 43.033810049336765]
alive [4.621199075482089 21.649997725065226 33.59853822568466]
alive [7.3352068204342125 27.460441678172312 32.99307163455056]
alive [7.6732713540126305 49.457281911779994]
alive [1.396483399460172 29.069818634663427]
alive [7.181692282191516 26.53788207222406 44.555821459479354]
alive [7.949228277108588 34.58991058575292]
alive [5.080111504132361 33.99274571967607]
alive [5.58581930811246 36.302495473433645 45.17858798784873]
alive [1.6084767899787165 35.93195482970109 48.451384165940304]
alive [6.8072824812638375 39.45976968189763]
alive [6.839137484256539 36.456137987611434 49.401182547942774]
alive [10.636833917735967 17.645032004192743 34.44157257270114]
alive [3.8053438352088116 36.41270743341584 49.804555282157374]
alive [7.948152154009227 30.53293885948703]
alive [4.296184085123004 13.462229382590307 16.7072725028283 45.04814850579569]
alive [5.23862110779509 19.401236797727968 30.408769028898895 44.776434700177994]
alive [8.183855070090916 21.1315017281084 49.22083120000767]
alive [7.07632714569968]
alive [7.227969239321022 37.5879846437796]
alive [7.216423926941312 11.160680123416439 43.538383484686996]
alive [5.776746934994578 20.992162214319315]
alive [3.4068380190966776 9.99430782017469 36.18368221094362 40.947933808108466 48.95993365549537]
alive [7.632489009066736 19.711768465894536 28.07899626991188 38.95489034927851]
alive [7.637936511428221 15.25925079567995 38.397808733708914]
alive [7.932560814847685 26.851238141513456 47.19331153072841]
alive [5.405701414666123 44.178191193190976]
alive [8.116054483835073 23.85568287132241 34.29773843765769]
alive [7.016715610693716 21.785785994219665]
alive [9.23817161115402 23.760855144726364]
alive [7.454627316383184 40.37412286956932]
alive [8.490060380119232 40.55242417643862]
alive [4.355533163990966 14.834162487761898 36.76591990017038]
alive [4.750789877368127 44.29028009670061]
alive [6.59787455710009 10.396448694985283 18.78247911503092]
alive [3.7290288406006153 28.721852937401923 46.652960847271856]
alive [5.567543541484074 15.449153195624861 35.026170334327325 42.08202945959739]
alive [6.819443879630602 15.930569999497202]
alive [6.335731584609736 18.988536521742834 30.407287445984313]
alive [7.832565675955444 41.67800271931193]
alive [5.757147665805878 31.269599238691885]
alive [8.355409500407887 40.39360097919215]
alive [4.408803301372019]
alive [5.73080348889338 18.354482734920737 33.48301280906917]
alive [6.6232311921347415 25.379464990721562 39.86609113856695]
alive [6.871207742653402 15.982471769421657 22.73446914864511]
alive [7.5440570703601 21.757957642067257]
alive [6.208339645937672 13.84303807821357]
alive [6.6821133836176765 35.4170941631444 46.790547429583945]
alive [4.619318364654247 18.949954373603276 40.068910179213084]
alive [7.942850310103577 37.25849886921181 46.67789999105703]
alive [8.4410776256282 49.12535716887835]
alive [5.640507331827187 13.573549505192181 32.41192171578769]
alive [5.816665095770825 27.070391335582723 42.29470559566154 46.765367589806644]
alive [7.830337853929056 12.15072634149772 13.945517910045536]
alive [8.097515185793876 23.437641988454565 47.99622351882867]
alive [8.193559734136237]
alive [8.570532957574898]
alive [2.041836315948644 26.06920934049496]
alive [3.589918925858675 43.80470751263033]
alive [9.868658483244499 20.896742008659317 33.01570968694906 48.596518054305676]
alive [7.290181326801695]
alive [6.105189779869453]
