dead [0]
dead [5.437749168502657 20.26463032871956]
dead [4.4191557976158435]
dead [8.234084370974546]
alive [5.4161822040309175 19.746990750246727 42.967802646161026 48.23441195715382]
alive [3.659790597326954 16.817457504478316 33.441862969942655]
alive [5.276361025956673 19.08523457479908 21.05148310194444 45.6157218162425]
alive [5.566578177363883]
alive [1.84631123028615 6.656801128773729 15.760703586928596 33.74805900467301]
alive [5.68701066003471 18.140191605859638]
alive [7.490099949544341 22.688755850061913 42.781518684599234]
alive [5.539456411819397]
alive [6.942238154632106 27.53051428829251]
alive [5.294412673581838 14.863835168525586 21.98847873989168]
alive [5.782878532008353 27.899603483309814]
alive [7.8284199891825175 15.842730929276529 28.7480333846797]
alive [7.113338091794996 23.132132759799184]
alive [4.034723212721401 7.545561350776097 34.359292244852305 43.9836213106337]
alive [3.775111317297554 32.146546500113885]
alive [4.777752048524935]
alive [3.221831016732292 20.608581212793613 41.572027520734224]
alive [5.231491971740109 14.611033674062167 30.24298599260198]
alive [5.17048234794256 38.55762687527779]
alive [5.773152859851904 29.92243998385792]
alive [4.744402592198542 24.946917177977912]
alive [6.104875431318167 21.203275453122828 30.832491517481923]
alive [6.9352253031367495 23.54259609045421]
alive [6.596009013063754 42.15375985503698]
alive [3.4129708005734254 13.275786674104022 29.28138721692897 35.975782545891214 43.705982331452546]
alive [8.34463996988936 47.632965930879415]
alive [4.567745976405975 26.555506978798547 34.86980056345713]
alive [6.181662853723161 29.724613766857157 43.26894931808749]
alive [6.269707317486476 25.665293419831617 35.44199395305143]
alive [5.590538630770396 32.28748517855422]
alive [5.603627244717277]
alive [7.811308276692102 16.248519249591673]
alive [7.7700064535433775 38.612134990254425]
alive [4.340397081356689 11.896423221276551 49.439169519215504]
alive [6.341753948637326 19.867419385675593 35.113196160576976]
alive [2.6080274089901714 13.702860863923561]
alive [7.119614749193903]
alive [1.324741295289276 38.224699547029786]
alive [0.13827051024388226 22.459444951854547 48.35645639947011]
alive [6.423745912892487]
alive [6.78450565531812 17.482883536602273 28.96975373139729]
alive [6.232260653476545 42.185597901867624]
alive [8.43527352983532 29.71921489043386]
alive [6.695220516672566 47.45593429584233]
alive [7.69113071033839 11.284175372633523 21.146399666652464 38.559288554619094]
alive [6.245208451431108 13.337383272811088 30.967708399621667 41.125125846081275 49.39481659171031]
alive [6.352176738718937 9.795215342151039 31.309214556114927 42.31828639518549]
alive [7.652127661011488 33.67665792435882]
alive [5.798850081759195 32.97104066008619]
alive [7.09103651652986 14.18258733326625 22.119058102294897]
alive [2.5541278521616846 26.674473833363088 37.016573240455905 47.18890290134252]
alive [6.002811408613539 49.45289855194384]
alive [5.481491943699114 7.545090673027512]
alive [6.326845801410175 39.028412805787134]
alive [5.812501292746127 45.58395364924914]
alive [5.2597529570859125 35.41160652724898 48.51636586720182]
alive [6.315591473568623]
alive [3.725297127134154 25.596466632296753 35.63328612610571]
alive [7.802889996779723 31.335803717102085]
alive [3.8933799311737145 26.547468006784804 45.7139621779961]
alive [6.347583226912123 43.31243252401076]
alive [0.9732123109762011 46.152070157580106]
alive [3.0903126249113653 12.661563017592883 21.8167430894695 32.02834391764991]
alive [6.330627542461377 25.550033865732033 47.61345955500776]
alive [6.278101310088374 25.89193455421136]
alive [4.588204095204262 22.73070739131289 35.844955751514824]
alive [4.317257121571552 12.796727646010439 31.85218723810071]
alive [5.652233309669818 18.69140836550192 37.956751026963396]
alive [6.400261423001995 15.48240658519346 33.77531313415828]
alive [5.085918105583103 21.346476718356836]
alive [5.615414871573368 13.613809449279286 26.243037733719802 38.55555859876057]
alive [5.923350002928971 23.85716842012151 43.081431509154875]
alive [5.189423162137474 11.348288038859167 25.179572915528148 41.78553161616862]
alive [1.1053769366894384 23.449583092106426 39.5997460697107]
alive [4.451178431287514 44.295732958310786]
alive [6.471922184157678 47.107313797797445]
alive [4.756706646229926 29.72471971832144 45.26087893349047]
alive [6.991563301038839 24.40861447395895 49.6996403486142]
alive [3.752565610027393]
alive [8.62336580840433 25.962308495891193 45.37762538458075]
alive [3.5863116228764103 29.93563454905097 43.7533325039442]
alive [4.3708584690146335 29.63707819751711 36.733880413851 46.115300236375475]
alive [6.182467003114156 12.946015815862001 20.151215182230708]
alive [2.1933710049741753 16.630151497336236 39.47081904625748]
alive [4.020599391979059 16.32666959751274 47.5843018507811]
alive [5.82344494156302 25.221319231675977 48.885953863868856]
alive [5.787940260374184]
alive [5.470089439453144 35.12380912557794 46.05345401469433]
alive [2.693185197296985 6.411450470705623 24.950197913922576]
alive [8.997564183575898]
alive [3.6991682724180452 21.035969745151235 47.02861965472273]
alive [6.575530590509343 40.67913615692101]
alive [9.751553316678207 32.529484989831445 41.064119832279125]
alive [5.712243161418964 43.814108592839354]
alive [7.257512750046783 21.16257037874401 30.733280502414846]
alive [6.631542236552551 21.19177145403481 36.86548215948418]
alive [4.525667690433924 18.782227019175554 37.02659110726471 49.621815985477475]
alive [6.830483746549257 12.95707491684002 34.557286673413856 48.62849173259265]
alive [6.2785412227056225 14.631457350822881 23.203677336088624 36.35696329786779]
alive [5.188585497058993 21.291662107161816 39.658419476347305]
alive [5.834569127823691 22.221352629878602 40.33728515113148]
alive [7.853333644045032 35.813512109730546 47.30613494419825]
alive [4.091001967673396]
alive [5.2621321016162135 28.553337571236487]
alive [6.713409311653556 20.66840092317043 33.21074088883297]
alive [2.5694747678165735 20.847934555980288]
alive [8.556484219176326]
alive [6.599732010252817 26.96495640775083 38.95257985790138]
alive [5.222310231709662 11.9449291249649 37.2569796212525]
alive [5.575363751329671 17.4590727905484 36.339699653578016]
alive [8.37821489225451 39.65785718356309]
alive [3.648773414503588 21.151748861676758 27.52271516579285 43.32787921360774]
alive [5.927010694970755 24.330907765296622 32.853024012130234]
alive [7.919014373736655 45.04258630720816]
alive [7.4120999196379485 22.430458735670012 40.54915805060712]
alive [2.2243380816961045 22.051326396823267]
alive [7.618237335951371 20.052046361003026]
alive [9.273799829145396 38.02690563395303]
alive [5.543015278226981 32.10914390302699 36.499440413511635]
alive [6.205993025439306 26.1407645440514 40.303124959638275]
alive [3.1272105719789067 42.43441668956187]
alive [5.011576164669362 18.761879023173957 38.59956988208336]
alive [6.5641470812384695 23.14706228699622 43.321320751382835]
alive [7.926146116927543 34.85194330257608]
alive [3.216408804979224 20.290417181906893]
alive [4.8784432052579945 27.624908476786047 44.53242945710367]
alive [6.135623902435468 19.063709117254096]
alive [5.433768622748841 40.345425102969884]
alive [8.879475918098114 47.91516531003444]
alive [9.261303928569578 16.7039005292244]
alive [6.33933152637688 29.308002142825718]
alive [6.118981207230944 10.925724326802891 21.82800911794441 41.9626555875469]
alive [5.064426279461349 18.303439813278146]
alive [4.077840915201433 30.246936817844016]
alive [7.556328921340889 19.44300620430404 43.90204996052173]
alive [5.143245271956477 19.18084227466518 34.21183248443945]
alive [3.3337298983137407 25.562323972521536 43.749334909946135]
alive [5.879676152732551 20.576010075310144 23.576421669080403 39.30273393496458]
