dead [5.016793531941322]
dead [2.5981858685080375 24.1223932292901]
alive [2.7309291137360163 42.55851659911017]
alive [6.464156396902828 13.851278937359945 36.06158315696913]
alive [4.9238037802594805 14.552456285279614]
alive [3.5475628049459527 18.624041166943282 36.97965338767153]
alive [5.563882480832537 22.658217593977124 32.04102419482588 34.831861491019076]
alive [3.3942386303569254]
alive [4.460805144768418 36.18720039100772 45.629381353584115]
alive [7.581390552109029 18.708893569154906 42.85291662517578]
alive [6.587969878737636 24.260551293893915 43.58416430093359]
alive [1.0570073461402596 9.25561579949451]
alive [7.233984862959398 22.374226317714598 42.20768900383125]
alive [5.365058144024846 28.25382016156843]
alive [3.0838118833123755 8.1924824290807 21.66501771440237 33.632317694185694]
alive [5.04261412652356 32.58359115731225]
alive [4.618789927082454 21.724989944924797 32.81069729588615 44.696004806374525]
alive [5.077138647716047 21.53193310969709]
alive [9.857765755420193 27.28798212100436 34.16774590838449]
alive [6.248480268307996 32.0431042431248 44.99694816384614]
alive [7.12468181029825 30.991245306088345]
alive [4.566801498655971 36.290647753114584 45.821105896249854]
alive [6.373202763551878 45.67692634424884]
alive [4.024596313427061 18.052569848609675 24.74967234275201 47.64993323263575]
alive [4.510040836971558 39.46563925872478]
alive [7.923862476752685 16.47482373831052 42.4899216259106]
alive [4.733602183291532 19.49366043251481 34.2306449901048]
alive [6.102624559198516 33.92980350379628]
alive [4.875434638739358 16.964516363634118 31.894746797368196]
alive [2.882196188509488 23.88553986538881 31.026594271652485]
alive [4.676208825259457 32.85331128309764 38.988852112228734]
alive [7.419773934435928 13.659274702208705 30.83799378460406]
alive [7.399732212567771]
alive [3.9445053404465993 31.351582157227945 39.94299658087926]
alive [4.091001578754157 35.45623935090139]
alive [6.419316900584962 37.26093535701704]
alive [4.318736256317843 36.41454059337654]
alive [6.533344021570437 23.034473268173294 40.050667603924744 45.79457064396096]
alive [7.131749755342707 19.634259533694383 49.06538159947851]
alive [6.694500222057013 35.81784872887004]
alive [4.700884472842857 26.06944046421827 42.73768315087977]
alive [5.14895989567857 27.10925002990662]
alive [4.633773076701942 15.680946290541037 28.367930920896043]
alive [4.273659839328326 32.24927743672935]
alive [6.1830128205706 42.55914950359665]
alive [4.868400925703202 13.99457443100058]
alive [6.220905990823978 27.71791520917535 48.224972435837735]
alive [5.796338160996542 8.232135720228191 16.21298899561842 35.32433697077716 47.59925911758263]
alive [3.8607887667353107 11.855842031523482 38.84470928724406 49.07274100175488]
alive [6.040596089015561 37.331402637439375]
alive [6.256988359057008 22.624129278068406]
alive [6.897331817947945 44.154462910460175]
alive [6.358590125794031 18.289506169865703 32.67123849936101 41.73675223109038]
alive [5.448878704109876 35.31166712322591 42.15381570027072]
alive [5.325442587286424 22.997277886845122 34.10716094529528]
alive [4.087324922285424 28.41716954161001 47.68226869836088]
alive [5.739373805412356 40.81064599606935]
alive [4.200339133981252 36.21372906171693]
alive [0.8314601833852096 21.002966419436]
alive [5.7311710704237155]
alive [5.689324025652734 24.121023755846547 36.93702120590132]
alive [6.479041810621525 37.076930261136]
alive [8.120910348876597]
alive [6.199848697202269 26.633594769296273 46.96923615730361]
alive [6.327806769196354 14.763814480472204 19.24783508428358 38.48721990570163]
alive [6.462032766489942 22.393045178220277 34.7161669267073]
alive [4.918646920627413 24.506441178137017]
alive [2.475187464061646 8.200520231839427 33.8496710557915]
alive [7.5390573770037275 31.196996999364735 40.01901913561903]
alive [7.046419291506893]
alive [6.98182854663369 29.793581596254263]
alive [4.50255276100665 16.421701331814283 32.457967000539654 49.09904874133989]
alive [7.521910272021328 15.68342825059561 20.829925092404007]
alive [4.667011438892639 16.727972011879828 31.473457384457785]
alive [3.429566450632983 23.271667801470045 43.156492939137564]
alive [6.107003325842136]
alive [3.1080642399357883 16.915420213719784 24.294247958707217]
alive [7.329977986978049 18.32581834187356 29.12173442592548 49.19505231180788]
alive [4.372271518235035 41.87268493802477]
alive [5.705916321515935 17.867379856243033 46.48219836585574]
alive [4.138944612659959 18.517965387605813 28.15250704751508]
alive [6.192266560682713 33.20003360113861 48.94678858391212]
alive [0.7163524505324889 41.59627009667283]
alive [6.59709457074344 20.95930820056016 47.52202979800032]
alive [5.239317811848302]
alive [3.8200596767050987 28.73425619523982]
alive [3.1334618536840213 35.5249671984963]
alive [6.736984081946724]
alive [7.325252184051217 16.159770340814845 21.936881246872005 42.89001735626013]
alive [4.135553977045914 25.27638720823327 34.10947656549877 47.91262354442583]
alive [3.9144920324639014 14.338057785427937 25.630661455773893]
alive [1.0831269484431112 12.58929637220589 24.216153928246126 45.01728709742172]
alive [3.4864441827273054 32.200258613576594 48.78705998431713]
alive [7.599960644685504 17.477626176355564 29.102827186285676 46.976835037871865]
alive [7.137209458709148 15.132146708474755 39.22115219731342]
alive [4.719722315364429 35.90398702320477 45.4887074034736]
alive [7.861850934817291 18.69406787571648]
alive [5.799070224014566 22.954859760052397]
alive [6.386420200910971 43.958935236304626]
alive [6.149113208071728 21.22291094092232 49.575176479724945]
alive [6.522645337131035 32.19619705490499]
alive [6.703824390012617 13.886654720468435 34.548943688540724 47.138744442275765]
alive [4.963087496065582 28.272050790557675]
alive [6.853448124695731 45.489475132414974]
alive [6.625467815317122 15.665634340265138 23.98920479755753 47.38918830362464]
alive [6.440764549571759 31.11811545261218 48.61921078894439]
alive [5.4955279570698 19.92543672476417 42.748423583860365]
alive [6.491551493682359 31.22288043898156]
alive [4.842447710929494 23.980955574353622 41.71339912076738]
alive [6.883327555211669 21.04568666980923 40.657477218466994]
alive [4.828423575186453 21.434314353346604 33.28594165631546]
alive [2.5378951436989223 16.228446333365387 23.402494269539176 42.82967634621662]
alive [7.418384270604494 40.02942570879357]
alive [2.9238607745941674 26.70529118685198 41.08897668325826]
alive [5.917698613682373 23.61642139584586 40.50006257278072]
alive [6.739086422299546 47.441477017755574]
alive [2.6838323114317557 10.312699522993698 39.195668240060044]
alive [6.1554688383885825 19.86628284769441 38.42350309664781 45.07361249997993]
alive [5.320092664752352 24.409917763167556]
alive [6.393056283198593 10.694472711982161 23.113549040366742 26.85074954864378 46.98935665783798]
alive [3.870369255261146 35.459337201559116]
alive [4.80147779161093 37.74043849784919]
alive [7.411893201098056 20.996955773973788 48.12684011546784]
alive [5.112044069598676 29.1338827042255 31.833522891650738 49.558954370676595]
alive [6.329588888988727 12.566504666387816 27.886103077873674]
alive [5.013048692898696 13.646736628780873 43.34628185826894]
alive [6.287614040308723 26.95077585561555 35.30699380757138 43.375020151044765]
alive [5.105278508998366 23.172300450148153 49.14823948055371]
