dead [5.80206414254765]
dead [6.615996471987979]
dead [5.957430180844986]
dead [5.591896389460072]
dead [5.937817381641273 13.873409611595726]
dead [5.839582325406288 20.333850916943693 33.655262261268156]
dead [6.455939275675165 26.864366772792717 40.37224077309044]
dead [3.601073433568166 13.217583344443398 29.267844730812417]
dead [3.6457534946546297 19.997759657406522]
alive [7.034774795967694]
alive [2.9343585140159356 29.227588438891193 44.68258462691277]
alive [5.524197741076288]
alive [6.9217342300437315 41.65609972912464]
alive [6.642275121216037 16.48709524474674 34.049113012960795]
alive [5.827765596611336 19.65044496670801 40.436174632566555]
alive [5.582505039419482 27.52064032481151 41.05796190711502]
alive [6.929058561483024 27.092290732788094]
alive [8.08254919148929 31.009588173325874 38.20251607064409]
alive [5.826784052275996 17.151296562456924]
alive [6.121870419874767 19.870566270723018 37.662160987232596]
alive [7.139565698292336 38.08055752671637 41.54454350840304]
alive [4.95515858631433 14.909415314793627 27.4607234726712 37.489008443902684]
alive [5.171350594367126 8.784193927124265 43.291494187167075]
alive [3.819559184719566 21.32505135782196]
alive [6.103513659605284 10.327688920197932 25.670607634124078]
alive [4.584684952998941 47.30139912762497]
alive [0 21.17701863223305]
alive [3.6446064709250567 18.24842413235214 36.711700724366246 42.01070845175832]
alive [8.207871288799419 25.74950787113232]
alive [3.9643963928989017]
alive [7.6647606115047555 40.740678675458774]
alive [7.046419545854189 29.030577479087768 47.39803452005894]
alive [5.541379715258044]
alive [5.307426363293274 14.153117269585929 31.03789545980337]
alive [3.7601676357147626 22.917561675240897 44.59069123356784]
alive [7.033817624814103 39.07903850854314]
alive [2.5250901949008124 15.005797603596035 22.1962306360908]
alive [7.906625417863116 21.757153438642973 36.66435682193604]
alive [7.794288414500778 16.63561623982217 40.734525161477826]
alive [7.223047025401408 22.39177756430627 38.320668356488206]
alive [5.968420906329254 18.902411710787728 34.22618493790272]
alive [5.731057899662853 44.230391916948435]
alive [4.265571085231267 8.323808187611956 27.106668244699073 41.21741638710257]
alive [4.1486681778649075 32.35437889144274]
alive [4.1677379298842085 15.929184093060682 44.68924971510288]
alive [4.29696904268764 31.33338967408711 35.56996442546906 41.57555840901444]
alive [4.41251300587536 30.53949086376633 43.52714691147583]
alive [6.667712821848793]
alive [3.5628555792534193 13.56408940248758 42.77687921742937]
alive [6.329479227318887 35.01343361465534]
alive [6.845337476886103 31.701597406442037 48.54725894052452]
alive [6.231415335799243 18.326486850117686 46.76888002413821]
alive [2.9864863697564354 27.869644261946814 41.56848928278942]
alive [8.090679913282521 32.78677456281734]
alive [3.8098248846004714 32.93279871344995 49.709913808341135]
alive [7.164715860776635 14.268872048556384 35.18287153946047]
alive [4.4790723462073485 32.347456585084025 44.015457232290196]
alive [7.451153350813684 31.712515802054767 38.445061228300304]
alive [6.024827334649125 31.289904939925194 49.318892357366906]
alive [0.6751455082748411 32.14863572539191 43.82028228081848]
alive [5.516334412387327 21.566695789372048 40.70857542763128]
alive [5.719065625283213 15.134581202147476]
alive [5.952529329574662 21.42652317723232 32.00993234283355]
alive [8.449460768056994 27.30523339156857 42.49370262581005]
alive [4.464571902727905 26.391773328898893 36.14685331643361]
alive [6.568024679620671 22.00444671604837 28.996766943801813]
alive [5.745164565376844 17.868630236156925 37.47477160075752]
alive [7.396323483464553 25.796415468620747 45.54391952170547]
alive [7.660158599337027 29.262497850548865 48.35877991828685]
alive [4.474367891746921 15.065216779556954 43.90552859070887]
alive [3.6989229450638157 28.28738832639414 43.026235684736896 49.311788290860584]
alive [5.589853622058327 29.204811814868147 45.9905339599958]
alive [6.49837707778038 38.7388486130594]
alive [3.615067307033768 18.051185680807446 29.318970406377325]
alive [5.7291585600720145 21.26365474692773]
alive [5.585920782192626 20.94780153642004 40.89248191396256]
alive [6.568945165637394 25.59282805454121 48.45598699051188]
alive [7.043647982924182 35.12926205653472]
alive [4.558256193207627 14.02087793902753 26.367795247206416 47.64768241763157]
alive [4.612645750288123 24.964264038467228 37.74364114310476]
alive [8.39579099432332 28.181721528543722 41.87176014949954]
alive [6.432843391618657 27.014835549203177]
alive [5.099842849543513 22.608516375478622]
alive [3.9595967934801117 25.873820736578615 45.77081677338801]
alive [3.4996531147949015 32.023507668274796 45.494439682509444]
alive [6.417393254671668 41.39120433227383 45.273392899741395]
alive [5.870075329800521 28.295536792129976 38.77927682725347]
alive [3.9539429528473478 14.337915727083413 36.33689083226806]
alive [3.9745706409645707 28.50198600220682]
alive [4.380361734788765]
alive [5.795804705034329 29.305926062197987 47.07340239662033]
alive [5.229106441058809 14.333686902305915 31.68500407495887]
alive [3.803764454125136 12.587866243531673 29.287169858986626 34.681103498483736]
alive [5.124572868840024 18.991006753367007 30.744785288458054]
alive [5.507771154913631 15.223971181280747 33.602531966779644 46.3977406723861]
alive [6.837196670346575 21.612299115301056]
alive [4.925728198076321 19.31023726258472 49.24239233531782]
alive [5.33704859316412 20.347521397890752 32.90687971867704]
alive [3.7601478114589866 15.450732478021209 32.83167790394027]
alive [5.645912059414985 44.31289399101891]
alive [4.763648566587795 30.278959065999377 38.8426809873585]
alive [6.296072965089491 31.755385641276693 38.24240638178862]
alive [4.1867348310933155 25.702841335843924 49.92839435349098]
alive [2.2442979443864792 12.221280500853737 28.073191339508238 45.443202143281496]
alive [6.9851704941877895 18.87824496949159 27.696807767235445]
alive [5.463819571520406 33.745597667596655 36.00474839912531]
alive [8.603764349777663 12.649832598199701 38.16500623913263]
alive [5.993249976388201 35.8139978577979]
alive [6.723480223496601 45.67475238195338]
alive [3.6217417730862174 8.361818215487107 24.23228168401287 32.81462511733754 49.27194069240518]
alive [6.82208435894914 22.57322632313579 38.710342279905724]
alive [6.224548307628658 23.14918627462444 42.96287544590428]
alive [2.740606058775168 12.261896014127826 42.150298246026146]
alive [4.281987155201847 17.619941997169224 30.17749956531704]
alive [5.191358261320311 14.352765809218823 47.70115534740296]
alive [5.048992287943539 37.08314735122514]
alive [4.106855287121617 27.420670411744137]
alive [4.511015410937968 9.29718911176375 21.522026386228816 39.93450232555784 43.48711910643467]
alive [2.7234007923355272 28.926410250782716]
alive [3.4846947947164373 30.186008285391615]
alive [3.2756410189012484 29.227280496672346]
alive [5.822663646121523 24.82558952229459 47.939231729776566]
alive [5.715885788554637 28.956783502406843]
alive [5.9116018188960595 26.05091798637451 39.42872816162693]
alive [7.227779740774694 37.91117450067829]
alive [6.987869644950881 38.10837318734495]
alive [5.522929700914592 20.439080656842844]
alive [6.440217956830877 25.951794777281204 45.8631898530922]
alive [6.47948451100493 24.572627771725777]
alive [4.974703768282778 12.218595170371815 23.27048781655201 41.1028707692137 49.52917568759088]
alive [6.684027689290184 12.412946403912379 39.58318197708042]
alive [6.1506135538421045 33.12516770270021]
alive [2.914506234688571 28.612989105010772]
alive [6.667237659458572 36.83002558135123]
alive [5.280401072823983 24.66434265655371]
alive [3.790661647945327 15.10188975683247 30.76194419468946 47.80679762799653]
alive [4.455866919273406 30.14757479933632 49.093121789322346]
alive [4.820491399474922 13.311336244433024 31.935201886014212]
alive [6.550248226939862 17.408813486539945]
alive [7.105198586585121 35.17221638699121 41.255335851860295]
alive [0.7472544151148958 41.00578227304467]
alive [5.6349884955360166 39.20041605973835]
alive [6.063600049627539 24.486699632352455 37.27504286750646]
alive [7.314904780238523 23.38694418244669 43.91837127586553]
alive [4.325983359255287 15.928514475275342 31.18432394292072]
alive [4.93688325151198 27.525594965102478]
alive [6.814656421766402 41.05928775813295]
alive [6.651619241932627 29.67502664688119 49.31206254907942]
alive [5.686529327339063 21.359812618269114 35.27449580923415]
alive [5.277823733403792 26.778435642716047 45.64386704462735]
alive [4.54462055918537 13.217219839660151 25.295793831049963 38.82816415507916]
alive [7.480371196860712]
alive [8.036104662624002 21.825581858548766 33.81076913529167]
alive [3.2856421613150095 11.557147886415098 33.75479968705626]
alive [9.081726797598616 32.24659907605676]
alive [4.826477142844231 16.413142288582144 26.11724029181881 43.83093396684119]
alive [7.301987429907458 26.61238046541736 39.07372462938618]
alive [9.316131485036417 36.2760368677652]
alive [4.311007445265475]
alive [5.229422546560885 28.327751603431906 44.382473565802336]
alive [7.628490357990968 31.036708808868358 47.585520943335474]
alive [7.3507753723298626 17.93190041731047 30.093196492171877 38.4030615244032]
alive [4.4490964763159315 17.427542839311695]
alive [5.988134650569056 30.69298547018351 45.607768317064306]
alive [4.371445588535303 37.330983260937444]
alive [3.078791372620773 21.877714786265358 35.079344944460914]
alive [6.222305512428229 30.210203344453557 47.31838860779549]
alive [5.888807042629038 15.517974126500837 49.00186435205672]
alive [5.305664280399415 27.214888480169414]
alive [5.188925046625608]
alive [4.591588294228535 35.47447951521412]
alive [7.359705367711536 32.47120643348136]
alive [8.637406115332636 23.02130662038619]
alive [5.390522207639881 24.037939025174815 32.523191744732955 47.7961143985161]
alive [5.472208454711162]
alive [4.769326717336533 25.74099870394291 33.869545243198026]
alive [4.507520860499907 8.078846572958474 32.16058030191345]
alive [6.298452266936397 14.477633206755351 28.06726545249254 39.95308309754933]
alive [4.298598932738764 42.39545033957958]
