dead [5.298119280088499 10.102985501023724]
dead [4.755925191401552 23.022607355069965]
alive [3.598406001019935 25.823981368561526 36.61523098455548]
alive [4.77843669572879 37.6367647970082]
alive [2.8142758707924656 20.16444382583432 49.07544201877711]
alive [4.754631380768271 6.767951135635411 18.20109763181114 35.801073499088325]
alive [4.224821205373704 26.60464183374537]
alive [4.101511155764085 27.362776583684504 40.22473720983847]
alive [3.9069170657578134 9.373596424578496 38.30659308642951]
alive [3.549354602271436 21.750834538974264 34.04399840076265 45.20196961981303]
alive [5.640994349929807 49.31132332670796]
alive [3.178707372198185 36.57751048563538]
alive [1.8261816883539026 14.382989109201379 35.873308399860996]
alive [5.7596165015163105]
alive [5.248465349087807 16.978652881824697]
alive [2.5567966800491937 9.907891740689305 30.39613711571593]
alive [5.484883720666808 21.800309925971415]
alive [6.386395795652855]
alive [5.876970550206154 14.075664539117291 31.43228858765386]
alive [3.811490415065318 22.294822895880674]
alive [4.343790985936103 20.58091091533727 37.55646191105347]
alive [3.2200348901491544 18.83371383530435 26.33126730399918]
alive [4.900086378980937]
alive [3.7986444262314882 26.840538079013413]
alive [4.2672644603056895 49.79649992036792]
alive [5.460180973133844 19.962042721358376]
alive [4.429439446615962 47.06304079992689]
alive [4.701384796961885 40.981830799148824]
alive [5.419366667088259 26.78532339969797 44.148746653348745]
alive [5.351968403231461 28.864033480178577 34.62882913757933]
alive [5.866110151880586 25.42529437415244]
alive [4.423080564741068 20.628492286317424]
alive [5.316837761229428 31.640018892610513]
alive [2.189415377550935 28.69948959555107 37.27589373046784 48.06826602116052]
alive [5.367331058963084]
alive [6.007568296546157 33.02655685168788]
alive [5.691322260273756 28.826219334640538 44.70591906221337]
alive [2.689888123417948 28.4656282647844 44.37317100147147]
alive [4.269286305158033 35.966358196983656 44.01480714091129]
alive [3.7065082798288596 22.887619441304164 48.062273934458446]
alive [5.754336183936356 18.49238113649008 31.724233519945738]
alive [6.061814048902185 19.135334590282362 28.18024825499742 49.11983715422532]
alive [5.762443999362802]
alive [3.2331491711288973 41.951681246513836]
alive [4.675920401389652 17.457110362457666]
alive [3.9268829280199027 29.18194211792255]
alive [4.496876458359611 34.54122924077204 43.47076997961054]
alive [5.1398393319273925 25.518089552718166 31.653513026282987 47.358944230868715]
alive [6.327849580805303 11.53061746919003 26.318028849214958]
alive [5.363219683785258 24.40187770528714]
alive [3.366677025675152 34.42802040967142]
alive [4.186553927285976 7.280250672264903 29.384258526999595]
alive [1.8147545190462187 18.32852735552028 31.105644885364356 49.3696078458294]
alive [4.887320187961813]
alive [2.182994932006598 33.723748398659765]
alive [4.198440894250085 18.695921676728446 25.121241160305576 41.300790684922866]
alive [3.9006107559125427 20.171063107902114 46.076893094132146]
alive [4.805974637569005 19.233650518619566 25.53744870988901 37.969541083211425 40.827826892899736]
alive [0.8442216595355656 14.39778375716193 38.77020354300247]
alive [4.94294115443214 12.940404784806965]
alive [5.570719756387268 29.820827090029027 49.008099735214564]
alive [5.190107829890793]
alive [2.4143208123162725 14.899393384593761 30.63361626296878]
alive [1.0941053247806105 19.108150226378033 38.62228644036519]
alive [2.698296408714101 29.359766844456676]
alive [3.5129056400333956 9.471164662920557 28.307347869763444 47.17924299295592]
alive [4.243117553514871 32.527324615357045]
alive [5.0892772381183145 28.820798178024578 43.55790195429116]
alive [5.68435747793895 12.398387564395156]
alive [5.53166124448799 39.06968980134058]
alive [5.393857952872138]
alive [3.866469570779067 23.158949891810224 37.60305918454092]
alive [4.592852383895515 34.60853268446537]
alive [4.4492204068801335 33.46041334157557 47.82455934452746]
alive [2.4205220155699267 29.750270647060486 43.84040012063671]
alive [6.86888507981756 17.110300185403005 29.325101100463282]
alive [3.289318345448398 25.154779710261533 34.38228018926846]
alive [5.124701179425532]
alive [2.270221180845515 35.809000809713915 44.094746938482395]
alive [0.323599346017192 19.349692845347803 48.64439409830639]
alive [6.477512842595158 22.059712789713835 40.39030557183081]
alive [2.124425295213557 24.48799969172195]
alive [2.134486794881969 34.88477984842255]
alive [5.65319214615576]
alive [3.7475395902865967 25.16608212116494]
alive [5.325244508354029 16.619100882878943]
alive [4.455988714885335 16.282388636717105 30.2791250032155]
alive [2.6832397877600203 19.23895314047189 35.801763270927495]
alive [4.538400022041564 32.75102007170598]
alive [3.5517533797580163 34.463673554279424 48.94013207502756]
alive [3.8577669002089365 19.197548512085415 34.458926146095045]
alive [4.255712908660407 37.72809977263303]
alive [4.957523035451798 39.988237560442386]
alive [1.2620410390706198 33.81567103058299]
alive [2.8796704291459743 24.26164504166025]
alive [3.405850926897047 16.92079740262535 37.13037556946935]
alive [3.2172245071700587 14.475130052049598 26.212620682863612 39.17448734937244]
alive [6.0184648588077465 42.41327633949802]
alive [4.195422926934836 44.81491128434668]
alive [2.9175544298102984 41.47761433265759]
alive [2.28547478386376 48.59635783908772]
alive [5.330384470775572 23.35976086394841 40.22236921446933]
alive [3.2973978785142983]
alive [4.324469827230873 30.80311400375465 38.31360994241855 48.813722986640926]
alive [5.497787716105197 45.13230900201622]
alive [2.8690918631383235 14.522786617588164 23.60834556213035 27.588766342788958]
alive [2.6102013853497295 17.496966283708304 24.852628607471935 38.21703915510325]
alive [4.58157758709973 14.910637925100618 34.530006932822]
alive [3.5095514256810785 13.493218334267864 40.76532117140606]
alive [5.231334442341788 43.061341366773476]
alive [4.723599987853937 45.69992300421634]
alive [5.714508278983896 36.93399860052436]
alive [3.4508306824134136 29.968957276026014 49.75438999511761]
alive [5.381816773053379 22.70792830273076 31.034847486865576]
alive [4.102481058204085 19.86570455800854 34.35353033286355]
alive [5.701348981913386]
alive [3.8617475375278225 19.375312621412174 36.6187848584638]
alive [7.737890539031185 33.10025713012355]
alive [4.629176283057542 23.088436875298953 46.47913255115967]
alive [3.1586394325600837 12.96598171787105 24.96792514317445 41.68509033872606]
alive [3.3883873057444527 32.029452739161954]
alive [2.9181235140702064 45.890227361777264]
alive [2.663615599212098 46.436615626268704]
alive [3.0247665224857303 15.317614974660025]
alive [3.025631714024157 12.647828355662371 27.39095780205848]
alive [2.604744713832464 15.362373074802527]
alive [5.563274388975906]
alive [5.5626062383777155 35.48719444279948]
alive [3.950853993165489 12.85475107179861 36.54493818029166 48.6346142374948]
alive [4.456229171363398]
alive [4.77489186542412 36.19174325629732]
alive [5.158469238072049 20.206330927904137 35.749094189778084]
alive [4.409274652702562 18.83656193865902 27.2482415062514 34.632723831860694]
alive [1.0498952132250032 10.3047316151208 47.45320370039182]
alive [3.328680386920121 12.63824522737652]
alive [2.3484973430628737 14.293480389660315 31.968811016442434]
alive [3.0450450724093168 14.475266694504745]
alive [4.152167430708007]
alive [5.930194328112419 24.64208040248608]
alive [5.265418891245065]
alive [4.210056371710788 31.647972564710344]
alive [4.410572905079905 29.951805940037186 39.208275479396804]
alive [2.557259390878726 39.028775500872854]
alive [5.371026768439281 37.821333668341936]
alive [4.893866728581772 27.061581900698357 45.37202124350301]
alive [4.735978961106712]
alive [0.9668193699734033 16.01657332330092]
alive [2.732017574738652]
alive [5.4126351241398005 18.687478518091467 31.60939492162543]
