dead [5.07667649460403]
alive [7.091987247390857 40.79448558700269]
alive [6.47049204863856 44.726517301183186]
alive [6.633704453084441 13.576984957598249 45.299803908785904]
alive [6.34412833358215 21.0065823090425 42.807011460857915]
alive [8.240933266898693 36.220032961761625]
alive [6.589957488869721 47.30961822322914]
alive [4.12683789930545 17.74290893219662 46.15643813208545]
alive [5.206698266723557 14.736431556792196 35.500728010453386 46.560844711291594]
alive [6.807770043042865 37.51845308103045 47.53036830351207]
alive [4.975746230831946 20.29161446737946 46.952744767915654]
alive [5.850217276808746 12.12845395921589 29.37439768655886]
alive [4.725393344488695 14.74431362101905 27.867214126418915]
alive [6.015760928374984 30.83118208468881]
alive [0.16233260789946952 37.32797099791738]
alive [8.207942637686509 28.976940890718417]
alive [6.812053507759247 16.513128649910854 27.67341017919633 40.70382478579611]
alive [3.0596842981331993 23.02693013947249]
alive [7.348693077166875 20.050551657826666]
alive [4.546109180814362 30.38507290938772 42.79375571580297]
alive [4.456404721838573 20.887900255314907 25.0580176791526 30.481819148977888]
alive [8.026319416959137 19.08743306451663]
alive [4.279511899422453]
alive [6.441475436615908 23.763787904342617]
alive [5.190658956474057 25.187597352845685 43.87252549912251]
alive [8.182835187700778 36.68807182343321]
alive [7.127754046887576 23.23685084576373]
alive [5.386759682181838 22.63311809483068 30.85217097729612 49.36343260654184]
alive [6.059847871780777 16.30486045796546]
alive [2.5289658441253327 14.801751256561763 37.559923208432316]
alive [6.3728390024921175 13.792507024163251 26.84936889679944 35.179872216986745 45.332264263169215]
alive [5.014539860090114 18.383049393328008 48.581252402039546]
alive [7.843518732813232 44.371527639482885]
alive [4.959954439898389 23.887433618049837 37.525421426435855]
alive [6.018493616109276 37.68229638565229]
alive [1.070070433608867 21.348093627889792 28.287777809704327]
alive [4.162834483088036 32.26307480859343]
alive [4.93975966674694 20.0702526219268 34.455750801617995]
alive [5.903695193169927 18.78390961830461 32.003552398315094]
alive [4.428444987115517 30.14698510661296]
alive [7.113271681284558 42.774055970188016]
alive [7.033768335755636 13.457115041805094 35.493325328254784 45.93577073037458]
alive [6.03711901655495 35.962789648646016 47.49587476798331]
alive [4.806202296425469 33.05831096206056]
alive [5.910292089909329 14.566826917695987 37.530275003900535]
alive [5.210228311064134 23.182827214885506]
alive [7.359226833493857 34.375777843400826]
alive [6.729286755483649 46.71139553016622]
alive [5.320193758234242 19.576898799059737 23.2917150535555 46.85015940498633]
alive [4.32390404684224 17.261591498383538]
alive [7.067707456255122 14.650392141810839 26.75649271300849]
alive [1.8969257632348289 28.14720403322152]
alive [6.9548924798773255 20.83038827745458 21.802203857139773 48.032430742876926]
alive [2.6162875754521413 19.968049043903775]
alive [6.45847387178822 22.405235166451266]
alive [5.620503360569346 16.692355782738357 25.882078103139484 36.14279400711731 46.8879221479432]
alive [4.730154821596408 43.63146979637528]
alive [4.457445364348644 21.21129521651377 26.28591259713445]
alive [8.305160953810107 22.71770133451297]
alive [5.617791586564231 27.367384968529905 45.292352850742894]
alive [5.686249722239856 42.43595588683027]
alive [6.133803866560168 17.596643855626745 35.99885166530352 49.701975426454204]
alive [7.460157036913458 25.28819970855567 37.66840215267248]
alive [7.113222488019582 17.678975427857836]
alive [5.513882827701914 19.531136202637576 26.695217609801116 42.772268064155455]
alive [6.976087304235934 32.06037355606072]
alive [5.965369032458155 28.502323780065574 42.700699823425985]
alive [3.0917934223610732 41.099402467403486]
alive [5.572442751484704 18.31540433477708]
alive [7.489348499842669 48.90930090639691]
alive [7.198054789334864 29.65229875674885]
alive [7.230066813707602 25.46924669440439]
alive [6.996957643342439 28.108656344887358]
alive [5.627808859273418 30.37725629252985]
alive [1.9070226843131102 25.829102705819 43.35440730579669]
alive [5.575962811226505 25.337779211767863]
alive [0.7431639666326115 18.355503484863068 28.860203256400393 46.56433542403374]
alive [6.341002606649229 16.273137930337562 38.16663238525682 48.04349342300334]
alive [8.294847568337643 41.94362758258458]
alive [6.959675606963901 34.8347278568589 40.83367008709503 45.10108685788316]
alive [5.572194571227723 28.286977426834035 46.16476769224786]
