dead [3.1097385300789733]
dead [8.444388375328721 32.39524348154905]
alive [3.7306089526439243 16.89046924311992 20.898824214578898 36.132801679893745]
alive [3.70004947025048 34.84703436891873]
alive [6.443658062935084 13.604029857332604 30.16077372269553 44.464715856935044]
alive [5.224385391603447 26.03534803419668 33.840184875548964]
alive [5.735623644785413 9.756341555703832 21.192580375374362]
alive [5.916642356058818 11.55590577508028 15.703838084750096 26.294523601892777]
alive [7.787458900878596 39.13579151570409]
alive [3.7928598012558963 37.2372329497816]
alive [5.83964100418978 36.635113009659165]
alive [6.0855101253984225 21.85543888710725]
alive [6.187604405993984 48.03157457533229]
alive [2.2969013500687967 30.203391718510535 42.98656990834907]
alive [6.339362211134143 17.414948022652045 45.392720073317484]
alive [6.354365001252144 29.35404562009186 36.17808809872444]
alive [5.482078187182044 46.351340239416935]
alive [8.064067497293388 32.013787957144885]
alive [9.762431851379759 38.83246465964315]
alive [6.88089168506607 32.95879709752349]
alive [7.4578583212383665 35.181633902859076]
alive [5.583816984154905 18.501345473647188 36.945519398099655]
alive [6.878454842639512]
alive [5.337287395210387 29.283388129238713 44.94747795502148]
alive [4.264873965286738 17.624944810770035 49.78698941878571]
alive [6.761533449386924 40.30468792637645]
alive [1.3123209843521066 41.68512825589225]
alive [5.557197991244641 29.199411568924116 44.95774056983728]
alive [5.231057306217427 21.634420939505915]
alive [4.956249506627235 36.851428544380774]
alive [6.43655190287138 22.16112701643254 46.320026199762154]
alive [4.522087153983478 21.181553520857392 49.568176003911354]
alive [5.830017278064285 17.69587339611332]
alive [6.253414602166375 23.725604721309487]
alive [6.836657024566566 20.75251331722373 31.285770923248794 49.05686601900399]
alive [8.955937012054724 18.081726442784912]
alive [3.7287140207538463 36.8712288981424 48.17235160978148]
alive [6.75156481260832 10.637363336001783 45.680061307654505]
alive [6.307485921723876 23.84862590603302 37.95438173639428 43.56460429732121]
alive [4.174901854425756 47.47594100277962]
alive [5.791577103938275]
alive [6.7364729025203 19.323778231444283 42.77335560690923]
alive [2.4263386084659477]
alive [5.415091069534268 14.77766011109242 33.638145666859444]
alive [3.7046619821961064 38.72305421210875]
alive [4.917839145351512 10.59094975446357 27.669148436555442]
alive [1.8613094513733155 10.335015986873707]
alive [4.781288070107603 9.52186770291459 18.72625153265576 46.76123239148466]
alive [3.9213106614310864 16.173697667929105]
alive [7.234440489605871 33.60827483146971]
alive [5.181485083103272 35.20453030451311]
alive [4.26286804487677 17.681162772883837 25.120500813995406 30.536916515989816]
alive [3.852295987504509 18.693001662413153 49.856990529953976]
alive [7.489712991770598 22.36249685342187]
alive [5.776991106968412 39.146663889342534 49.38342923676544]
alive [5.675345550661648]
alive [7.338545142419495 24.80392557404261]
alive [5.724372536183634 43.38675248465665]
alive [4.196146357969993 28.967541039487283 40.40175010069555]
alive [4.4909252932559784 45.930154104703824]
alive [5.916271747479834 44.056525604275464]
alive [5.8034027614149]
alive [6.151104407250677 34.88205041203182]
alive [5.51973287279838 16.477828616646253 24.459401212956944 36.63308213035216]
alive [6.515976202288307 30.59601535295495]
alive [6.441034843997615 43.968057593972524]
alive [7.470858373395815 20.158615342403035]
alive [6.323820528469082 16.692773899161374]
alive [4.962066645079269 48.6935302551015]
alive [7.454622942981148 24.882696209281637 35.99734656031764]
alive [8.94447707202059 26.692685088465144]
alive [8.377039542191929 14.669811314381532 42.821826213909894]
alive [3.4339310504076908 27.46739639857622 49.40787877873544]
alive [6.159534783110174 14.103626505215088 25.526892616539087 39.571510998707666 49.45457155324609]
alive [6.445638470385623 26.103560724492503]
alive [6.307986427374142 23.94483195426533 32.56037544401632 47.23601331054843]
alive [5.031986489238596 28.938358682698254 42.07635604575236]
alive [3.742938279552089 26.62619021409827 31.23699462238561]
alive [5.608536016220783 15.758305940303158 29.334383210768877 41.4853678904228]
alive [7.6435590573712435 33.758526687461796]
alive [4.469941736936952 21.23659946861624 30.679348120644946 34.436000240786576]
alive [7.466648756096644 14.875285807529758 38.85821316897504 47.900961630359575]
alive [2.9417300898596497]
alive [4.950411801754511 37.093840839348026 43.530059601774795]
alive [6.70439708273114 19.42022148937717 36.14685025800945 47.654508708851466]
alive [6.338349132217202 16.867397689180784 42.4618657479625]
alive [4.317191777653825 18.304323455559384 38.90846766862455 45.87905526953994]
alive [7.974800801645332 30.885603173505856]
alive [5.230610513324144 19.532764389081365 46.661411673667075]
alive [7.2003332656190455 28.35551487410976 41.14017016047317]
alive [7.573416725462445 30.62674385395449 40.86873484113687]
alive [6.080994635335097 35.795576309702945]
alive [4.578322433611645 28.42294804697182 44.22241042918606]
alive [1.883571864685047 23.6886782228184]
alive [2.2067923328335266 13.477583230629703 42.378961398189126]
alive [6.204065651153153 14.818344934699118 48.73349582426641]
alive [7.025671987933783]
alive [6.152307188814138 34.4236447493441]
alive [7.602198458567242 19.929387131984722 36.372047599206645]
alive [3.694560036796487 42.563877274720994]
alive [0.03778557853374333 10.549087945958709 40.76483518895164]
alive [5.28864525829628 23.210780177113758 49.56165149549069]
alive [7.119864013494589 12.324850653343585 39.742280454680845]
alive [3.963180017622703 28.667710157748353 33.153712569475154]
alive [8.36126815649303 33.143067718617225 37.88415128593235]
alive [3.7755180582588643 15.294715868682706]
alive [5.736152135657779 18.348909688013396 26.418030920444366]
alive [5.953890063993488]
alive [4.712298019218678]
alive [5.37511124286647 22.71895566072417 30.010574857588658]
alive [8.015213864013397 26.55678218294311]
alive [5.710809886966044 31.617674148105916]
alive [4.001276933036505 13.893951901708395 35.62923268973791]
alive [8.477484773422681]
alive [6.989408457463754 16.16221863651427 20.008114579306575]
alive [5.891639642456759 47.55497179152629]
alive [5.01104530661854 16.329219321548763]
alive [7.4749337030359415 15.228719672469142 23.536963536469983 41.66270924385978]
alive [4.972642972323145]
alive [6.944009380539525 9.16859824768825 33.72879708623257 42.30249911680004]
alive [6.80343243929604 31.209408049054673]
alive [4.779048726098117 15.190419408635687 23.41616660326241]
alive [6.988799688568618 26.509268530578193 33.32609575905974]
alive [5.843450833216417 13.98941032047528 30.51765360433529 45.40285008179486]
alive [5.442267247544733 12.24727930906836 31.98763057622145]
alive [4.899719091169164 21.461201989542637 40.8694205476278]
alive [2.3104998396172713 40.27220372081381]
alive [5.190196251118203 41.423486705844944]
alive [4.946504691577575 33.25561503297444]
alive [3.059992358547418 23.103671483832617 44.95475002666309]
alive [4.049226429055445 15.257227238950524 39.60675636502692]
alive [8.26431274937096 17.751977242422413]
alive [7.789881823831022 42.87412996624608]
alive [6.480898942393601 45.176675266673534]
alive [6.839459009920545 11.994887413703454 33.10181289058073]
alive [2.1394703393221577 18.410998406688847 28.602946130397008 44.297600720822366]
alive [5.1395281898517196 22.09797763211547 48.147289868661055]
alive [6.8164126448435205 22.070721102434838 44.18036725386614]
alive [7.19979119896801 14.322260384962108]
alive [0.3705948535083365 16.627224763290055 32.37790465838176]
alive [5.6409626102077945 12.038636105356082 22.06359146984238 31.51312753830626]
alive [6.2608473128992035 18.48786480815317 39.18347926600611 48.583834320339975]
alive [4.644159608297639 17.8786881269456 25.257471688443708 38.783567754845166]
alive [4.8998303608664155 29.80545408849686]
alive [5.8190834501245705 30.04491032070503]
alive [8.460804960113348 13.919281513314553 46.689279716611416]
alive [1.3702493145023786 26.05352856671902]
alive [8.487079552386456 26.128790190272493]
alive [4.368294805686196 35.49784805616649]
alive [7.459721698487671 14.371929858835578 41.09221799494679]
alive [2.2113439778957527 15.076000334751892 19.05284168603352 31.274560230978096 45.16636744799548]
alive [4.032785084154732 11.83856459326391 23.091841772813922 35.810039427654836]
alive [4.423374709422014 23.871012531497342]
alive [4.089507086155654]
alive [5.101354562799437 25.729740785607103 44.425189307574456]
alive [6.651926312126308]
alive [5.43953436718901 22.588824253577283 39.706653543701705]
alive [5.772441520610147 18.629446072700517 38.83236204789269 42.907849263738726]
alive [6.985311199901623 19.597025427619762 46.47006753576718]
alive [2.7437451838830986 7.314220639792091 35.12842968303205 45.17640512727863]
alive [7.616738327491151 20.82487408246974 44.88003012327759]
alive [5.826976039692295 27.24923927778723 35.33285439354823 46.328499429450524]
alive [4.553568214919565 24.898960535642004]
alive [5.6902427770091215 20.720947804457534 42.01215552727249]
alive [3.0250462846378885 29.74101531044026 37.895023769075415]
alive [1.1789784758945714 17.707079768973625 30.24069721982411 48.610545806705474]
alive [4.727117217804135 29.313910903959208]
alive [6.205917623410263 27.88549225086954 34.451415893580254]
alive [4.672729177462267 34.51339610775314 38.48469308503453]
alive [8.322787847118423 44.94809754412995]
alive [7.597883690675352 42.05478877334125]
alive [3.23724334175406 14.488518219760131 29.259518765517175]
alive [8.335931035855191 27.247919398943722]
alive [8.427103582755331 38.664225795193815]
alive [3.1768843710887817 19.531953174397763 47.415512943649844]
alive [5.2813746802989465 32.34549169918959]
alive [6.257734834386699 27.32799505366368]
alive [5.671732097025115 18.843461918918607 31.67733239278823 39.63790594526384]
alive [7.786138278136388 37.31465463829168]
alive [6.410655233828373]
alive [8.095466939685151 14.454582177682967 19.920349200236387]
alive [6.775733600686564 39.490973796368685]
alive [1.93583486808025 20.89606255733449 43.80002695446341]
alive [5.6357467360244735 20.83647187234255 33.18130252366605]
alive [9.424283095599195]
alive [7.983459714193737]
alive [3.83306366953336 30.393327029890308]
alive [8.524083105718875 21.830871276980425 46.67226005475111]
alive [1.4434670242678038 12.238167737290759 27.302008237515107]
alive [5.773752165444904 27.218788859712824 42.102205338390014]
alive [7.593765040852807 23.42454365680732 40.63873299562173]
alive [4.228312808347766 33.2986933374567]
alive [7.945007642447014 34.21297180987466 36.53764618507075 49.020625736978964]
alive [4.040712101582049 39.28484965777845]
alive [4.45745029997902 11.59785455261653 21.14906825711497]
alive [9.687507591943163 28.863164080101427]
alive [4.186312728147072 8.27798252249784 18.508678640978832 27.95979075111989 37.55985438984201]
alive [6.021927165500644 26.424048646477985 46.72563374794339]
alive [5.922068703709682 16.949241278568795]
alive [5.876982867843206 33.36046008705708 41.61039596872821]
alive [4.117875707869026 33.08084786185647]
alive [6.473220375588003 45.45800310700837]
alive [1.7953579312899333 36.18640862127322]
alive [6.827592010663062 24.308450385784642 46.78487235695311]
alive [5.39915579907659 32.04414832501192]
alive [4.574963858328012]
alive [3.834666483159426 24.40253542280748]
alive [5.025381425470429 18.305864038374395]
alive [5.699586916341705 14.08106503981259 35.66625929237259]
alive [3.0346061084875724 31.152832854513786 43.22271282575496 48.674012886683556]
alive [8.225544074515643 28.22359787205413]
alive [6.096499731483315 26.195895298840227 38.52761147217652]
alive [3.708545515131908 10.678981341658737 17.624557251065035 33.477700175029916]
alive [4.310612550012339]
alive [1.1235106715097767]
alive [6.228626327231471 14.967010890131746 44.176737472080255]
alive [6.140509336445254]
alive [6.222146087306107 33.42804013733741]
alive [6.197430607008219 38.22374801177502]
alive [4.397632105255046 49.00829001892019]
alive [5.453810110475943 16.614393188326453 37.84860308628323]
alive [4.622966099460441 13.87217838200282]
alive [5.858632887916853 20.78180525550362 40.411881401426925]
alive [4.8825414977934996 39.490337426798305]
alive [3.7465473663265296 15.534162931076818 37.03060012076352]
alive [3.746314564726819]
alive [6.04475667329852 31.365272431122627]
alive [7.3297450809824545 47.26651966078641]
alive [6.306157260457563 27.608214708807427]
alive [8.566421027707166 43.73373525276137]
alive [4.179557795009494 22.40806927964074]
alive [8.254407406263216 19.86486420334183 29.180994076447384]
alive [4.335369882132837 36.552321069323774]
alive [5.160276619010964]
alive [5.463226087059833 34.613856518948836]
alive [5.481785892930589 17.52231161120137 34.68946631857424]
alive [7.396405619200341 43.153558585670766]
alive [6.142361233048833]
alive [7.473527387399875]
alive [7.0351915633846716 16.494948137948192 47.764631769747545]
alive [7.539302312386444 41.61047535362952]
alive [8.263445477390716]
alive [6.716943746218957 33.62793174503749 41.999906431707295]
alive [6.442003920945518 43.37675710262415]
alive [6.321804440571049 17.714886129921638 46.21085316541413]
alive [0.014003163004667833 8.79189387068589 24.749576055572774]
alive [5.8145351914690755]
alive [5.275929252103542 27.692788829927917]
alive [5.847306842799993 23.385020979101984 43.711531186601036]
alive [2.4418921614822082 14.822950460618454 19.50108188342069 44.93666076354549]
alive [7.884257571245906]
alive [8.774595897433509 37.90805615484501]
alive [5.382522397430044 12.732530625328435 39.62298741136523]
alive [4.407146956558302 22.824741789162044 29.381968133594913]
alive [3.7422349586675456 23.51513926163067]
alive [6.0637210363983876]
alive [4.974227420957842 18.89005278500872 44.61679453324947]
alive [5.560442428341676 26.145009971282256 43.32293452489157]
alive [0 25.61515839641599 45.400909123973705]
alive [6.4003670265298345 24.675914289780454]
alive [4.82966081061531 15.819148981622757 42.295806117078754]
alive [2.9251672550397156]
alive [3.4774920303872503 11.350366136963068 23.81388123161674 42.7198405766701]
alive [5.0702694296981035 47.06987417103497]
alive [4.217776282073686 27.127800265835486 47.57527880858899]
alive [4.795130751231539 17.230833260286623]
alive [2.7036619931944137 26.52016355057285 36.58179796767577]
alive [7.191865416420655 24.66393784848386 28.430426036875485 40.04665837012374]
alive [7.37834156344088 44.055015982094126]
alive [6.385609098699566 19.957953408614962 36.19459515915368]
alive [4.942803470142309 17.402373736002875]
alive [6.726228904796222 21.16175304505183 34.57207558169131]
alive [5.549105949663125 20.492236427989436 44.18733935622977]
alive [4.841011411768729 24.045719013093393 36.27394905773598]
alive [5.695957498581032 43.915376933184895]
alive [2.1333823597120887 14.054645862644236 38.76975032482482]
alive [5.982264152620384]
alive [2.08629822674878 17.66943925260569 40.572974401651734]
alive [6.109317617342887 20.977865766136137 31.284318247513006]
alive [7.634826600475699 48.27973887978765]
alive [7.573332340774886 15.934017426656629]
alive [4.0986838988553735 12.290179540086584 32.592846946497225]
alive [7.923784242542631 17.30465926821833]
alive [6.001147674307911 37.64949286356111]
alive [5.117291700844137 28.13496942858454 38.03881807302303]
alive [5.713652788551072 22.101595759850866 41.71765022759898]
alive [6.235957366498134 45.21334801933793]
alive [4.865698224835525 9.21574674313994 22.654838677581328 43.3399480393401]
alive [5.294467372128751 20.264709316155738]
alive [5.5809049295162465 15.293121212550007 25.088173221982657 34.765997411204324]
alive [2.295065891606645 28.30899222696234 45.65313109319567]
alive [4.1762471077788845 34.27027451697609]
alive [0.8486750827604918]
alive [6.960107027230962 34.46051106451863]
alive [3.6891725678527205 30.240934213613773]
alive [7.390627553552322 20.50080484029468 38.07838483411856]
alive [0.8606440838037409 27.021979823819088 47.689601262290964]
alive [7.090549338920197 29.00883237934329]
alive [2.323970445594126 36.81362993723466 49.11428313249654]
alive [8.332069257695277 16.8281563884329 22.04698554490511]
alive [5.272259492807424 46.00836486697859]
