dead [19.069706908457142]
dead [19.09897215955511]
dead [22.724494581340174]
dead [19.992079346902877 34.37569776665841]
alive [24.536467400355388 34.088166672719396]
alive [22.766126659293178]
alive [21.69639408204238 48.83359866434905]
alive [23.11693744606667 46.49008993943348]
alive [21.72719190919987 45.577986772499806]
alive [22.6092459470076 48.4199829601772]
alive [21.773781065186284 37.36584874630382 46.626505676049696]
alive [24.056189017256642]
alive [19.75963742395006 32.19866017395267 46.628210196086776]
alive [24.543038516258296 32.49796727663513]
alive [23.371557966191805 37.43758743641906]
alive [17.855958911825564 29.67438977425605]
alive [21.404267295888165]
alive [22.203686690781975 32.54484531693555]
alive [17.5630032706007]
alive [16.74843389860175 36.54877756806582]
alive [19.25615551430358 41.273182581973515]
alive [23.081821914687975 36.370925695323564]
alive [24.243081997369092 28.52819248918125 39.005261906948576]
alive [23.805880360343465 35.10325012745855 40.700169806696906]
alive [23.170915303074526]
alive [15.716689580821981 47.79071595626237]
alive [23.44118902332927]
alive [20.901738257263624 25.83428892002842 49.18988729052291]
alive [23.0743763256454 33.95515152831831]
alive [23.104972673803765 35.00017888770506]
alive [21.131114712349508]
alive [21.73250484506253 27.181935862818065]
alive [22.176414419935977 43.71823825850879]
alive [22.295513892719285]
alive [26.377464026882663 46.94418629432755]
alive [22.47562433637813 45.253812105557174]
alive [22.836146642087268 40.671899349221405]
alive [18.61025475366001 30.788338006947985 47.23495971295989]
alive [20.558681153261528 37.25695152049844]
alive [19.82636575642809]
alive [22.124019038167596 35.06303076698425]
alive [16.434147244002773 44.00339503681365]
alive [21.06828171415205 29.712708519185934]
alive [21.096318964725786]
alive [17.69868139783839]
alive [16.3116780503496 39.71320581843804]
alive [19.982073482439162 49.33062425084962]
alive [21.259563885094934 28.638663477527643 43.71257148096992]
alive [22.743323827481923 34.27862281403835]
alive [21.530982195528463 47.304577696842735]
alive [22.991286761269933 41.619283494376646]
alive [22.12673334410276 47.666011955256685]
alive [21.59807137261593 42.476930692201236]
alive [23.778709849986193 32.38275290704512]
alive [25.30723858764954 37.76503505437751 44.046784681608095]
alive [21.03884595631406]
alive [22.824464218705252 44.366593249244175]
alive [22.392587599607584]
alive [21.087123784466755]
alive [22.605062035718724 32.594463242267175]
alive [21.438783029365712 48.08666086325034]
alive [22.031492037850246 37.770674798942245]
alive [24.513090318377763 31.33489984651469]
alive [22.348386847801013 32.181814473224634]
alive [19.690854824995906 34.59417728078953]
alive [22.442663760427813]
alive [23.623677276565413 33.439466648223835]
alive [23.165061834064247]
alive [20.957341636436258 30.526064346498597 41.228315203708675]
alive [19.4196868619955 33.262751982776]
alive [19.843298260328854 33.022129931851794]
alive [23.942834448076745 33.49143238394129]
alive [23.636754878790253 40.69550847117793]
alive [23.300839114785386]
alive [23.06904338372909 32.99643267966759 47.12449457943447]
alive [23.92419793237372 39.484418538840416]
alive [21.847550551378454]
alive [18.863367922262906]
alive [23.542042316002618]
alive [19.841695961878195 26.96498895179533 32.58415376034809]
alive [26.721574135662763 48.10498748996934]
alive [21.49774492469542]
alive [20.445873386274485]
alive [22.73404053320365 45.44902080297687]
alive [19.2269562100795]
alive [22.17500982938747]
alive [18.83162798954204 36.29420426417843]
alive [22.41709285952028 49.99228772552231]
alive [21.41282836256275 49.99722163884649]
alive [23.84852160244948 46.28403023673613]
alive [21.982050969522287]
alive [23.142287917969362 40.77966861030092 49.690375103590554]
alive [23.706076547124095 42.62879159748681]
alive [20.056604259908347 39.95212570476389]
alive [24.182571603591285 40.95716830324469]
alive [22.968359636027927 48.240307229634745]
alive [23.542268082984258]
alive [20.83444771433046 36.90999057512392]
alive [22.061751194622488]
alive [23.90201608240128 30.418637309990494]
alive [20.732503237207975]
alive [19.76297852844322 36.43118325417573]
alive [22.365119346927212]
alive [21.988503099092185 45.18848081277226]
alive [20.83380778816329 30.441833871570203]
alive [23.850281438075235 43.50691279448098]
alive [25.550984342513715]
alive [20.118673828299304]
alive [21.392185997527974 48.00088315879321]
alive [23.188594222037757]
alive [24.337956624025654 41.68480880478132]
alive [21.245082572901627]
alive [20.82662042985555]
alive [20.888591458457082 29.762801253883538 49.027849303632244]
alive [19.902753601806122 44.78062412646378]
alive [20.105387345547644 38.278109634052406]
alive [23.190704656265883]
alive [23.393089303465633 45.97653085993227]
alive [18.202963363193057 30.003991615210186]
alive [22.41946374872651]
alive [20.247920174423015 44.27048780808204 49.39697634822425]
alive [23.869299062370008 41.851078826102565]
alive [22.5017434980284 41.57885081319005]
alive [22.461157757244827 32.17634556364493]
alive [23.063563289811363 35.57206614746744]
alive [22.433134603377265 41.4891369825196]
alive [19.88671512871445 45.362668086003445]
alive [23.42336258126253 45.61302813585967]
