dead [0]
dead [6.4696799015124755]
dead [6.9181854547273 23.200458195291123]
dead [4.671595116265814 22.995006902610804]
alive [4.529581273528336 17.727359722329727 33.79955275116824]
alive [2.1327095941883236]
alive [6.165322882502638 28.00146368756955 34.37135511433381]
alive [7.622255345720698 27.66709740529858 44.17372581870525]
alive [9.231203367010355]
alive [4.648616219436262 29.643808562759457 39.94173506046293]
alive [6.1748938277076535 10.921326607955784 29.212106534530523]
alive [5.389335767575144 48.971576162415545]
alive [5.7197890528722715]
alive [3.7392739973350535 36.357280758548896]
alive [7.428878693323466 31.67904271596397]
alive [5.1234140155735775 27.44076331258807]
alive [4.046572358667825]
alive [5.758716178244114 22.65876036662508 49.955208136790574]
alive [5.46933047328422 44.87318779341738]
alive [8.506923567370084 22.64826814689921 49.27511343559402]
alive [5.479438356261982 26.506255004225018]
alive [7.12486332428801 17.496797715903575 42.231248681496695]
alive [3.339987384684576 18.302499624794535 41.185706601449155]
alive [2.8697360992080685 27.475178361800143 38.05590162878811 49.92737597805462]
alive [3.9908570886878234 8.873316415120952 27.64580321680625]
alive [5.519614622542898 20.25067880077934 31.832164435360998 35.520263116773656 43.56376129235603]
alive [6.182748177924068 47.01505960331445]
alive [6.393910315301608 18.801792906987753 37.07971733729844]
alive [4.436295162957902 43.10531576119664]
alive [5.177955394518462]
alive [6.51336966873357 25.400083204336525]
alive [6.4553016024976735 34.96352293272261]
alive [5.891860208745177]
alive [5.521751863246075 26.120938562651446 39.845383369502215]
alive [3.2440837027433256 34.055870791695945]
alive [6.438289180735198 17.160553306376276]
alive [6.787611832109949 33.90245908674255]
alive [4.419432426899934 24.352159101716374]
alive [5.812132255105204 20.14330866319665 44.430597485054314]
alive [6.237462209526923 34.008688674094756]
alive [7.363510621162599 28.239802850803894]
alive [5.958177942597392]
alive [6.363504426629752 25.941006200067076 47.81655833798806]
alive [7.037448850432114]
alive [5.323975996516405 28.761604585726307]
alive [6.670168123529611 14.640593093912013 34.652989726636385]
alive [1.4693721785428209 29.196554574925845 40.97546638801227]
alive [6.006120599930062 11.395898523487707 19.80586774497326 44.27881103192719]
alive [7.019324975470743 11.694523610441832 22.784223186679768]
alive [6.68364833935163 36.05236531755147]
alive [5.9148704584698635 29.646577322309046 43.87544518026424]
alive [4.647403100819464 20.454999364940857]
alive [3.735392026415413 22.23746977630076 31.517472116696055]
alive [6.800302147766968 30.47682514668699 38.25919278752412 45.86597205729382]
alive [4.0468466700619 10.838751773769337 20.624652132103108]
alive [6.0919117743070075 47.004839619609044]
alive [7.165492360847666 12.918061197509864 46.96740289532639]
alive [5.430506733908818 21.19816533423103 38.52588052780434]
alive [3.353294469477456 29.736500310221125 38.8140080003542]
alive [5.909504064596624]
alive [3.81472209350722]
alive [3.537945947666137 43.717951093075]
alive [5.001711919418945 33.65085462318681]
alive [6.965013301571812 49.6024786693596]
alive [2.5436360292151527 32.786780855336566]
alive [5.735936763774986 19.949043381638425]
alive [5.744317549066457 8.247059394831822 12.327928649107111 26.72274669336424]
alive [5.168579141409005 44.902612033196796]
alive [6.112604773204856 12.39429202096435 34.6649047638568]
alive [4.443260898135887 31.787349151666678]
alive [6.011372182504176 21.555488159084348 30.32877891579846 43.80121779563399]
alive [4.363870135479921 28.86242795297621 39.37730271379805]
alive [5.237910492845915 30.599001011674826 43.97470422572342]
alive [6.1696378187835546 16.421546176226524 46.300171223104]
alive [6.894706562033754]
alive [0.4037578221754612 34.12038810021046]
alive [5.275256269686117 19.700324769897676]
alive [3.767092799764077 21.73020186826346 38.789069053566266 47.423703130764714]
alive [3.6505926886777007 13.689183787536573 29.892377473955992 42.54819189024247]
alive [7.188759414342157 21.553319436132877 41.21593018913556]
alive [5.225024170642912 28.076523353082955]
alive [4.4746216299375305]
alive [5.131172860804007]
alive [6.667194208098407 13.989459954678843 37.40993390504579 41.76235538189753]
alive [7.428963524043042 16.862617172081226 18.681816294901314 25.405790625774888 31.454229885694996]
alive [4.24916239583089 28.18905593769063 36.98134073136027]
alive [7.469812394642249 32.32611510122642]
alive [4.4032171156932804 12.845608757976178 18.774574650063744 42.99458568305149]
alive [5.296316908786256 24.44538647938012]
alive [3.2873180060991007 24.479075513475 31.724381633244178]
