dead [0]
dead [1.3785124281523709]
dead [3.8575060160468055]
dead [5.438602480231543]
dead [6.285706713782468 15.799018402178449]
dead [6.821714050961917]
dead [7.602988829073321]
dead [6.084810200428052 18.095408828131553]
dead [2.77524087115616]
dead [4.455831104072454 12.37276009868211 28.70233648000464]
dead [6.746135088243777 25.87246407845721]
dead [6.433270810039836 41.810054774072306]
alive [8.044463579934213 42.283575574415565]
alive [4.763862087986176 20.347796306897074]
alive [7.454664561149917 28.125439383661618]
alive [7.062668736969765 27.052880660120607 46.461962007986145]
alive [5.691251630828611 28.06906216577082]
alive [4.690504829932098 26.14981405616742]
alive [7.407664294545418 30.252717223517394]
alive [7.692651803001243 28.83016799358882 41.739413564272674]
alive [3.0476518325578548 21.105899968732082 37.63934480120596]
alive [3.8044419051386344 13.269548418680527 35.26399092897657 46.72085894279285]
alive [5.689576114076592]
alive [4.330309917789941]
alive [7.720106210110085 14.820223571246686 29.853347615565845 32.00006184217703 42.06809000274842]
alive [6.243786089398971 19.465843462499492 38.26012735066271]
alive [5.958587902968631 38.79613828598286]
alive [6.8631340985534735 23.812306827694236]
alive [8.590250845590985 43.501021770309336]
alive [4.618187655375337 41.82462406708256]
alive [5.640080810547785 21.701266025998432]
alive [9.555616857745843 26.4556594610441]
alive [6.547210437552464 21.08830771245806 31.81541512744087]
alive [7.922545654062225 21.62092474173329 31.562347944309426]
alive [5.5607209283781325 22.468945040717724 31.56895039989766]
alive [5.755648912873881 44.756800363001666]
alive [5.255557449114651 15.369803569009509 22.349462352352642 46.29703067574028]
alive [6.7324277286284016 31.899302836981427 46.33684254072835]
alive [3.559816055695707]
alive [0.7645524512125655 31.893048654661087 39.32933973142058]
alive [7.8648843220082885 43.392091007612294]
alive [7.599762134734602 44.284441215426135]
alive [4.761361916165773 41.38625067294186]
alive [1.6355649376756296 14.4273152067932 37.38149482746557]
alive [5.645129886628957 31.024070248184273]
alive [3.8951485283504677]
alive [4.818584157253512 19.05210492514355 29.780158515478902 49.99480900661907]
alive [5.5216923080607785 16.441010271167475]
alive [3.6233522679389973 34.517862210207426]
alive [7.899856404705559 32.20919783478665]
alive [6.8859742208356325 18.75220870225291 37.73195387263786]
alive [9.69322343400236 19.841006268957504 27.299781454652507 29.95984614876426]
alive [5.20790353357516 18.62319755744276]
alive [6.465709826989364 10.494297954607136 39.2065796154371]
alive [4.934268253856993 17.143911944116102 33.24387793753524]
alive [4.6505542520834835 33.8396545358103]
alive [4.130038441987907 28.970809748920956]
alive [7.997528808727527 35.61066231679226]
alive [6.434606275299081 22.02928220724566 35.09550491375107]
alive [4.213875114008502 16.279621701268923 39.491729334283875]
alive [6.4356619954301415 32.16678090022745]
alive [5.99185382188767 22.51628940799579 46.41018313959432]
alive [5.048744364984855 31.12358952559991]
alive [8.139898107895926]
alive [7.282756187252423 24.58442328894552 40.10247876230384]
alive [4.1268261749800645 12.280511727815567 23.46961646079499 48.72756768202306]
alive [5.945117347890781 13.060803709132994]
alive [4.421602275674336 35.283308474137996 47.39197488057747]
alive [7.155254296048497 14.658801933221207]
alive [6.737658154310301]
alive [7.2384969699918855 26.547873165278247 41.53442961572275]
alive [7.588298679093705]
alive [8.254736677620352 36.1010761346728]
alive [6.3852251255942525 16.04964428848005 33.90105591707518]
alive [5.0585363208316405 33.989219993730785]
alive [5.010479849189703 19.366751687487515 42.529077614502505]
alive [5.424151587502636 22.05251642433023 29.769920451520747]
alive [6.816634121367202 39.42904363390684]
alive [7.167057773594335 34.148589499644864]
alive [7.529141957783739 24.80346034663016 49.14496295939744]
alive [6.91129947538636 48.59651096112984]
alive [0.9628770141336577 33.7041908433996]
alive [4.572997334601934 14.225992700910883 25.315591515408347]
alive [4.58932147938123 30.43320368652951]
alive [7.449749879069884 28.62776889353162 41.53248217792122]
alive [5.9425248717058015 44.442661384293736]
alive [6.732385341560162 40.69562544701773]
alive [3.145308151187329]
alive [2.6249936345779523 16.85584473544038 18.696002767057625 29.00298975594464]
alive [6.114195270756455 17.69813266858939 35.936523702219645]
alive [5.517361781787916 18.404555963289052]
alive [6.149137496280323 20.79802465880308]
alive [6.537944775496094 32.08931322437715]
alive [8.85747457591201 12.1767586096921 26.069464934374025]
alive [1.0144988821308925 21.0159017712515]
alive [3.423134184801418 7.211698042309338 18.82568012374275 33.86004545928502 39.412576221922194]
alive [6.12602339485256 33.36747953621399 48.02616422330081]
alive [4.470847750254728 25.07361514382917 41.909141762158804]
alive [6.585073484753979 11.819438201676949 31.575144330391133]
alive [6.9953108524085925 16.366131467968412 28.36206599405025 47.225878811187314]
alive [6.588228837253531 34.63167495071009]
alive [5.487024159324302 30.623245743786462 44.383347679335]
alive [4.973540259749102 12.957962142955596 29.900935054742757 47.99205790990203]
alive [6.445224093679017]
alive [4.4851289325186015 30.494566011506713]
alive [0.8633039947120126 26.019728226687747]
