dead [0]
dead [4.863642519136698]
dead [7.316922968642527 24.4324016329264]
dead [3.443803100424138 15.43272023810086]
dead [6.92323734884531 16.6525437400377 28.72374246769634 35.087196837639716]
dead [4.739125756414782 28.125882240669277]
alive [4.994655741273717 24.371313439726244 39.12302671212627]
alive [4.102077985693541]
alive [6.799228174425161 38.70050875693287]
alive [3.45748680136144 23.78470977925177 42.71315129934424]
alive [2.159608486532172 8.186523323626732 30.842991531827753 49.7061501429007]
alive [7.103517735053865 16.68345679140217 33.229032519243304]
alive [9.223066744606431 23.0327977234501]
alive [4.531195305134641 7.313972998784488 24.29473550169345 42.53446439935162]
alive [4.780289313518881 29.451380330845577]
alive [5.41718575004106 17.391578993860257 35.321932442508555 41.8974101763321]
alive [4.997235958488185 21.75976395911169]
alive [5.25767375516527 25.662884985256778 44.28463963086159]
alive [5.507078870764419 36.31669009947475]
alive [4.7813643129086545 19.504418368960597 41.165326478625715]
alive [7.180580906904098 29.65314673088525]
alive [4.859403852914802 12.356593520800805 44.800190855084345]
alive [5.754119447714095 44.89809868004187]
alive [7.4037019265177015 34.482066021687416]
alive [4.997066112692085 28.214451857552252 42.356211840971376 49.18362018920601]
alive [9.566308097849282 27.094860882540885 41.18439591076987]
alive [2.9275414614666673 36.18231678960653]
alive [5.319983657768665 25.780339971838906 29.734997043104013 38.54106051395344]
alive [6.500479349161809 35.596345942703245]
alive [7.065075966847298 29.225339322070283 47.78817314620406]
alive [5.712528053661614 20.77339556872084 38.9132523727435]
alive [4.538163146128976 24.656214893178774]
alive [5.741167848145423 16.0166946748455 34.71945526341103]
alive [2.911004554086398 40.45433895920209]
alive [4.240498496739379 31.236694686834173 46.874547419112844]
alive [4.2200424264933005 19.137480494538213 27.604989409990097]
alive [6.64630656849592 17.820305965723275 37.14821672248901]
alive [4.758609844511333 46.77144595897775]
alive [2.6760637831583023 27.86601847541808 45.08611515794442]
alive [4.930421381308493 29.002824426478185]
alive [6.794556717563708]
alive [4.328832037758592 15.766352860438792]
alive [5.308937151359916 37.47934021747235]
alive [6.538694651703647 23.68692142676252]
alive [5.981367243613754 49.707020369697624]
alive [6.574864334494762 28.96754656513149 39.03876035399093]
alive [0.9336395362117401 16.31517849739855]
alive [5.439173815447537 26.683118533933076]
alive [7.410991688641654 25.59182886271902]
alive [5.981171251714372 45.67201934330841]
alive [6.095340358280044 26.20109140708846]
alive [3.9924745699717135 30.430176776080142]
alive [6.590178481172271 22.734245204979583]
alive [4.361536387763217]
alive [4.456283853924744 32.181613903926696]
alive [4.244456142958341]
alive [8.403916695798015 16.600275415659862 29.870939844381834]
alive [5.231298509975427 22.026690140735365]
alive [6.849989436106959 34.87077177343842]
alive [4.986653718445815 21.69944379137124 38.03000435852632]
alive [8.326076060654547 45.23287411922873]
alive [4.529251135828105 16.19416105655076 18.561506685863165 27.084717354912385 39.99173408635177]
alive [6.979825153599156 30.230741481273235]
alive [8.167136085090918 36.80029301808848 44.76372803644203]
alive [7.205071477597326 35.54232679934589 48.37621299808717]
alive [5.891735559609785 25.25157228483119 40.333354507007456]
alive [3.1304301424536574 33.16489621037876 44.015064047673064]
alive [4.760178120099919 39.255067902939395]
alive [4.861184131871858 15.583441891190912 47.06703697042509]
alive [5.274812689124232 22.912319322503482 36.43456740708335 43.804612959758266]
alive [3.5826502240614495 23.797872808378898 31.22967119649955]
