dead [6.5169418380185045]
dead [7.169308478448997 13.378591860018139]
dead [10.053200146844029 19.64889694463546]
dead [8.395152423299338 35.143275601134]
dead [5.902872132977325 33.85023775167607]
alive [5.574975966023373]
alive [6.982312984320012 33.47243920172171]
alive [7.940796055881043 45.37013825453148]
alive [5.587368620956089 17.04236629659627 33.6895970350723]
alive [9.653588840232628]
alive [6.618399671141199]
alive [8.517648766295176 12.019179593580697 44.70771786817797]
alive [5.616353408230198 18.653247075408327 37.49073349907541]
alive [5.363084821516893 26.87063278018899]
alive [0.7470186658505006 20.249321086823826 24.825884625858674 29.324377750893554 46.34430756769573]
alive [7.688262350315809 27.298461191796893 46.670237883647104]
alive [8.423392557651098 25.075886882777972 49.87294215472255]
alive [6.994221289720394 44.31898262053363]
alive [6.585077807463561 41.50845377090185]
alive [5.8985328780734525 17.98220655279034]
alive [6.6566737761346735 20.034571329765853]
alive [6.796724285859666]
alive [6.117315286296902 13.437986835800041 36.01639323369185]
alive [6.101110584025216 41.535011718291415]
alive [6.156268683245347 20.672741276614044 44.128082271111985]
alive [6.176556566898626 39.39647960048462 48.07795767941986]
alive [5.987453339206119 20.07020966583197 37.85929916438543]
alive [6.48238595984623 16.77304143455378 40.80939132793391]
alive [6.804789771172441 20.68086324572953 29.041151542293115 40.48512697538454]
alive [6.3779925605784955 20.949801514399756 31.803000824450564]
alive [8.475523337779887 36.42269950488417 46.88072928651882]
alive [7.463665739329817 30.333499755621233]
alive [5.624375036616303 40.08194055645943]
alive [6.351548933733255 22.65494051498724]
alive [5.121248776773674 35.726226841220345]
alive [4.037348915849883 14.095672852976591 34.196071788690745]
alive [3.2191773585600054 16.56248760791109 36.61032972179395 43.40447937618259]
alive [5.423466673390499 23.988690832009826 37.12018965700905 46.85536310114656]
alive [6.007289688589023 12.158253019502913 32.676591551234765 38.04424199146825]
alive [1.4203848938996348 7.951389205167636 13.210323252243041 25.148499089329228 32.63516533807986 39.79100563830152]
alive [8.956958780634212 36.35662336049233 49.259193115587344]
alive [6.669834309058389 46.46869977453042]
alive [7.85941232638029 35.58647000375575]
alive [8.186695639155595 18.2900091625986 33.707439745381485]
alive [9.338253885623491 38.395966903901694]
alive [5.7757462509969155 33.30043015678141 45.82567277839364]
alive [6.946340415942129 21.805940718084287]
alive [3.953008536744832 11.374100119545663 49.50412406836188]
alive [5.825656495416683 24.449141488833448]
alive [5.219607345773161 25.02407908484465]
alive [5.5557620984418765]
alive [5.755264139851211 26.139972573834058 31.870548198557465]
alive [7.068333898544155 39.426804617287715]
alive [4.810287305894412 17.568717284983332 40.26537315340114]
alive [5.44770643472089 26.674576098872127 46.26769910536204]
alive [3.888966672587703 18.53171701858409]
alive [6.7349112834113285 18.445671114835136 44.97275604449225]
alive [7.538180372785865 49.58776698783117]
alive [5.568857001340879 36.43703676856444]
alive [9.244098185720011 25.633680487752695 35.206874861514905]
alive [8.393940386751913 44.30763033256256]
alive [8.651649819671473 16.153891619875544 46.679914647308976]
alive [6.462283054431762 21.078952314119615 47.68307113598501]
alive [8.01863117394021 33.18805322887243]
alive [7.0327209419671375 33.21775654750368]
alive [6.5852428009856006 13.440654616670654 30.143441614930612]
alive [7.27580466378433 45.98659840391515]
alive [7.81654634574944 15.377092170046929 27.903137483426065]
alive [7.667529658194237 46.0489166518436]
alive [7.7040281969128035 25.391697383870746 48.88771295098504]
alive [7.787222338258181 31.125880116959568]
alive [5.6897481644570185 25.5052011761774]
alive [5.66346006255939 29.53781002358342]
alive [7.558554761971236 21.643387187070953 41.72217649905003]
alive [7.530748936454343 18.21384545677995 36.36605022380451]
alive [8.06736614022541 41.65645295558318]
alive [2.982690049247262]
alive [5.478722599125146 20.684410474934474]
alive [6.393575982465522 34.62309095584764]
alive [5.06349938062714]
alive [6.5419163298815715 33.908130731654204 48.584459131961864]
alive [2.1551381121230366 42.050925643706044 49.35472874916167]
alive [6.935267567325404 37.04332748756456]
alive [6.568462051239215 18.794632414423514 38.05242181671774]
alive [9.164540039273884 19.1672326808477 46.89439362000229]
alive [7.975767222312685]
alive [7.105285061463662 35.20555567985748 46.01760292127359]
alive [5.705674365363507 8.030719525487076 23.540595606103924]
alive [9.045681205953436 30.850577044028256 36.868998573344186 45.12683242557886]
alive [7.066289399646661 27.139726297317047 35.63073327796951 39.47825032121521]
alive [7.403349279293393 21.089163560539625]
alive [6.555415255695795 21.526195704163822 44.50837029223669]
alive [7.573628291523427 33.138990160861034 42.273759818062885]
alive [3.522362814289246 35.94514108108338]
alive [8.293384349289393 24.156052160606496]
alive [9.066149262077921 26.948950877256337]
alive [7.880998921080954 19.208750114390458 49.53252608187379]
alive [2.184973187010526 14.264140594099754 32.395618587397024]
alive [7.126396146939249 41.55184237853647]
alive [2.271397939538265 26.05327715458007 40.309765567682895]
alive [6.79363164633468 27.556692270914475 48.66599939721751]
alive [4.357688626870917 17.660232706454824 39.169264908465195]
alive [6.063916707109388 15.618551269375427]
alive [5.47478801501911 15.529734307018582 23.071223640478472 42.718302328327425]
alive [7.605809231768737 35.988547163066514]
alive [7.651201718400933 24.272915638846815 48.418078324524586]
alive [6.56014910487301 22.577592559077992 41.57040455410507]
alive [6.0655339052788655]
alive [4.68845622272061 21.394085600227452 38.60260109353674]
alive [4.657547087107237 14.660773843444758]
alive [5.2559369900540345 38.86260215670782 45.59215061957258]
alive [7.37205308601509 17.28491342054752]
alive [5.898301380760818 44.958469791385035]
alive [7.088302211202988 30.30670395303263]
alive [5.411756981914153 21.31977304149143]
alive [0.5347557913851501 24.495502879194245 35.77410642729769 44.03958179820953]
alive [5.574682550926071 20.62276884476966 21.83513577975554 32.23497772006813]
alive [8.276300717498946 31.49378168081863]
alive [6.130508590872566 16.4181392106549 44.09571409030554]
alive [5.128926020733443 20.841962031588466 37.36936794456433]
alive [3.071059581851368 27.547839324967487]
alive [7.546170779056443 36.371863341594405 44.24188188589099]
alive [1.948425269779412 22.370567384861683 34.83964576663914 41.730628851672975]
alive [7.592244952437004 23.867376560671648 35.22295114354919]
alive [8.2245651728538 27.19256382655112]
alive [5.899436748293467 30.6779834033083]
alive [10.97888062718943 42.00333854207029]
alive [6.605547281229858 20.126659197980977 33.392909060839465 49.09406739818117]
alive [6.164337024898849 38.72583740431251]
alive [0.05679391295896756 17.3058682351709 33.71977434734526]
alive [7.821949777125791 27.287801358239477]
alive [4.417825543375173 14.881930960276529 27.768491714223]
alive [7.8640189235617175]
alive [6.07578542515137 36.28996489522205]
alive [5.617777715237463 13.418842586891385 29.47506225590682]
alive [5.918001939973229 28.5598046865059]
alive [6.227599181404794 18.21950885581727 48.08370066699653]
alive [7.110897076853533 12.273807486655112 31.11472312174648]
alive [6.213550078498912 39.820133357066666]
alive [5.014227749011901 7.872627502105526]
alive [6.215544032357164 19.82007199063452 41.9804713178924]
alive [5.903820225337452 42.90783477733287]
alive [8.056146783392963 26.296755267539393 29.613095484257958 39.80637582157607]
alive [7.5346399910443616 22.64404351365749 36.53600605438744 46.93636593150645]
alive [4.984573576877853 17.408033842451644 44.51023964089844]
alive [7.36484308987652 27.37083063001954 47.228517083890644]
alive [7.915299673369169 32.21063206572251]
alive [7.835563538448771 36.369987696110336]
alive [7.778843920808799 16.839719311997616]
alive [7.4559752346205395 30.48769492218999 48.51765592497988]
alive [8.273924094034234 15.49326923293651]
alive [6.537111618514868 34.008719814677136 45.297617872814165]
alive [6.0019176780748005 17.097928336467834 25.818032448612207 39.981207686074036]
alive [6.1927121988539415 44.96765219238826]
alive [7.871326154795724 25.879615603628032 40.75832546811827]
alive [6.759545474604146 29.55376856875614]
alive [5.5761383878380215 43.12859824530948]
alive [8.032320770216067 37.78969935986022]
alive [6.053412008501123 14.64127700850771 37.8712136401903 47.737235747112805]
alive [9.488764575033757 19.352401269354324 20.795583105975467 39.15086833117367]
alive [7.436229863305355 47.30669556849522]
alive [2.8631205095858645 24.240646401496573 38.97275748759682]
alive [7.249671504191229 19.087797864708065]
alive [7.152738747909879 30.154608325862267 43.946437576254546]
alive [8.667877916691804 46.56115432494463]
alive [5.8278356523005375 32.6023971048892]
alive [7.2829426012571545 27.20676783068692 48.09207447929851]
alive [5.619968065347256 20.63817350760228 29.294855771391134]
alive [6.121710475131537 21.314071830735443 43.777429438261315]
alive [7.48261812482541 41.23145670578442]
alive [5.337593955202173 19.998125306937784 44.334205783399455]
alive [6.1835394224873035 22.68697176889859 46.63683651590882]
alive [9.160920048054077 31.09283896483113]
alive [5.216625237865416 36.615730246751035]
alive [5.715706240723869 14.264179330147485 29.114786777861916]
alive [6.890803371487139 21.30565723132631 46.7117073734915]
alive [8.3108323938879 28.013577019909132]
alive [8.170452145148268 13.600702546426994 42.37836512356261 48.320823084138375]
alive [7.971615593552592 16.603589491568474 32.17275582429956]
alive [7.3835178928716765 14.294153820534273 28.76834835629957]
alive [8.796064873570696 45.66887754489747]
alive [5.3762535829539155 22.445212419867204]
alive [8.364681703410376 15.8055724757072 27.2071860841644 36.02348177464025]
alive [8.01990308269333 38.17347465845897]
alive [6.498762874710696 21.146460379850208]
alive [7.734681594513664 21.53331483621035]
alive [7.812563637298134 38.58471336554026]
alive [4.667972577533199 31.835157510220796]
alive [7.2515327642421195 27.95888661295843 40.705030611727345]
alive [6.612770286915371 35.569803419534146 49.583834128053596]
alive [5.413663613690225 38.427138006680636 43.89073512467394]
alive [7.970662485777418 41.31472021067217]
alive [7.364924968931714 15.69154164343553]
alive [7.4799536494937495 27.332410691062062]
alive [5.707356512605141 33.38085184864945 38.89185288543897]
alive [3.8297125817686077 14.392399725444045]
alive [6.2570035856381105 36.03595333168428 43.3170107771219 48.96372850592166]
alive [4.9441419819822245 33.84232898299022]
alive [8.284002077108152 23.49568533556498 46.49612922472336]
alive [7.69295386857552 19.963352422063075 33.11900262561309 38.43406807668317]
alive [4.939606592087167 29.839833830396163]
alive [6.606862630210875 28.776286099752816]
alive [5.030247564398574 22.297500881842975 48.528235713055786]
alive [0 43.06146264654645]
alive [7.742248917040637 30.120497948723482 48.96540446208089]
alive [5.4906330263272345]
alive [5.9519363123756825 26.294321472481148 30.687548791576038]
alive [5.595289409065473]
alive [6.198965424647276 34.63824552495256]
alive [6.990257185193731 19.015309705605375 44.71729863298723]
alive [8.30611602071382 19.504830508057942 36.55440370942397 46.90189678222171]
alive [5.861097843849567 24.48493604875978 47.28691295510476]
alive [9.038847389988005 12.229289351636229 34.00454852723453]
