dead [1.7655659209956867]
dead [5.468609676436296]
dead [9.340676285171371 25.313427767434945 33.04043666352829]
dead [7.003122995813504 23.67588440801949]
alive [6.195517345091054 26.769213520657363 43.52052981313331]
alive [5.685624304897284 9.402971237267181 17.688951389854 24.149298926955215]
alive [8.358193054571935 14.954120760780675 41.379640167148025]
alive [8.07832901297775 17.208040396861282 49.582288821070655]
alive [2.7824014501420065 28.95746935243099]
alive [5.251979721730327 18.68213994198596 32.17071351865538]
alive [7.431212813326017 18.242187656694817 37.70971999270149 42.32821944406153]
alive [8.223323801876633 33.47731584011376]
alive [3.4700069746303086]
alive [2.540305249649201 19.141033747526162]
alive [6.0516747503416735 45.30234207298025]
alive [6.240990428799861 40.192512907578084]
alive [7.700441569904004 43.29795291767731]
alive [9.815843057426322 16.709493380666032 33.45187202486953 45.437756909227325]
alive [7.399465998216607]
alive [3.928565645860161 17.369530760025015]
alive [8.34306232291356 19.005941875272747]
alive [2.1694859845485843 20.11602926088341]
alive [5.360198907426779 30.463205593055676]
alive [5.816065520237583 31.93118221121742 42.401183992694115]
alive [6.823499206862982 33.27551023139484 43.21008899635827]
alive [7.764623045806654 25.228889033663002 45.71676723672958]
alive [7.346426356950714]
alive [4.869345035556353 27.07227250496971 47.48443524590553]
alive [3.6436293773057824 30.885545229153564 41.58622088030103]
alive [8.021648989475127 35.4521674836634 47.75119163727543]
alive [1.219928838303207 40.4833932174969]
alive [6.485257399782894 20.227444266492206]
alive [8.199285894827115 34.03800819112181]
alive [0.16595741658012747 33.465399837001904]
alive [5.0565884548560245 41.26232790795408]
alive [6.771936760254579 16.01924470752844]
alive [11.171671891831744 42.13746128980407]
alive [6.18267118051988 34.515158161425255]
alive [3.967165435950661 34.536772758894834]
alive [8.097059516074733 15.595729966123866 48.62591310955726]
alive [5.882123599400768 25.223354504601705]
alive [7.699892950846179 36.41760370671764]
alive [3.5918767756254106]
alive [7.776660384642369]
alive [6.3940724527212485]
alive [7.287090257991228 44.01161219888323]
alive [8.288268217866527 27.613461794216885]
alive [7.23697892232601 31.366231329804574 44.15436186520372]
alive [7.538253892476768 17.88093617295207 20.033577346562563]
alive [8.35844120735752]
alive [7.247086129031346 34.96909489013206]
alive [4.393659033056401 28.781204758258145 32.5693185884964 48.874960781568234]
alive [4.781387018784319 49.086165664181415]
alive [6.555502398889822 32.554261774205166 46.73707007786366]
alive [5.2580377421232924 27.51489773856097 40.89854136849195]
alive [0.1161744094510796 15.381066090881976 30.60599581620633 41.573052790105265]
alive [6.229408344018596 33.24624652987125]
alive [8.706482691470983 35.93359648451756]
alive [6.158723129769537 12.273039361146848 42.81189277836687 46.1061781478394]
alive [7.4362675200298485 15.934364643024265 21.98002227850542 29.78688131594886]
alive [7.729050587534647 41.229746129342466]
alive [8.161824089646835 12.595708944546269 34.1543832564593 46.167735064130085]
alive [5.728300785928135 14.083998834677136]
alive [0.6050664809848829 12.581036538552409 23.439901918834064 39.75970217512723]
alive [1.1950336447271848 9.42110879521161 48.71342809422852]
alive [6.950993039908367 23.398075849731004]
alive [5.725240471126854 25.724419029953573]
alive [8.001637392837154 28.90483811856349 35.19150831963045]
alive [8.510842691926056 37.682092156869565]
alive [2.385274055509169 35.73904546046527]
alive [7.835106429733711 26.1089571198307]
alive [7.072103652695747 25.131720611661343]
alive [5.779278383763246 21.7955426238773 33.88384264895326]
alive [6.261779112418079 24.133854749949595 39.048955150548416 46.908164219803254]
alive [7.564813969571699 34.14172412953119]
alive [5.9825743780323934]
alive [3.5240348916570894]
alive [7.157604474439641 18.76508790512535]
alive [7.140459026644448 10.246573668373232 26.19417785619921]
alive [5.784948874108661 15.412237565349827 28.641124642334347 46.3333870285225]
alive [4.086025962265989 22.855657117493287 33.77990297394833]
alive [6.050079559238141 41.66283736964696 49.40553764348679]
alive [6.145485707232113 41.88366201299774]
alive [6.713266841992185 25.555808116465645]
alive [5.820138506091649 42.88815622357705]
alive [6.143907305214628 38.34674366224794 40.73799330291661]
alive [7.752868072427157 14.38948857960298 31.12651814124878]
alive [8.358767202305426 25.153084508431302 35.92923207063985 47.529946250657204]
alive [5.431837637888764 31.339395737564235]
alive [3.9490413722327085 38.2429521409054]
alive [6.208961380552965 31.42586346058792]
alive [4.520452637584629 28.570434555912865 39.3337097991681]
alive [3.6438321781125924 17.634525265812155]
alive [7.976739252457914 20.49006756572219 35.34000380039442 40.45837587229612]
alive [7.979139282473464 22.050745674373616 39.795594374664766]
alive [8.101153650776686 28.767737156799974]
alive [6.018807832140215 14.330065652672758 25.097981135014336 48.67326654865305]
alive [2.1221654712797196 34.653635783321384]
alive [7.7199944526913 24.058042187296525 42.636513541264094]
alive [6.262931201152053 35.86976933787174]
alive [7.81132814642246 20.862104898456074 41.775493484499016]
alive [6.510454530529867 24.693133357061317 39.303421876947176]
alive [6.57967232718285 13.553761011868204 44.14214645655633]
alive [5.71099220258397 47.80978551851385]
alive [7.658182864035571 33.237972436654424]
alive [8.881386801392727 18.79578828212562 34.62962572869778]
alive [2.7860103780285685 8.544945693719635 38.77660720727898]
alive [4.254510222660824 29.833870142249168 44.74088577218595]
alive [6.584905941020477 31.841830671994412]
alive [7.811497156638116 39.01831206129034]
alive [6.55084117580076 36.65900466479327]
alive [7.86107548372721 33.269275990580354]
