dead [5.172886765581753]
dead [4.082668195458445]
dead [3.18834598382601 8.135592610243844]
dead [3.8782637452369015 16.164271191145883 23.16891810579072]
dead [2.1250038955747845 21.952908184830058]
dead [6.332714600532424 10.834777453123943 29.781311565037292 44.5137054410247]
alive [3.537277501655781 22.288374319495656 37.33114246489748 45.4190336199143 49.86529314512335]
alive [4.77340362949348]
alive [3.264829259444055 33.65784910656873 46.106026959756925]
alive [3.8929743853169105 14.24262384964994]
alive [4.742092090982912 21.049964710343826]
alive [2.2893419618599773 29.699793886701592 43.396902173664834]
alive [4.194585217710919 27.94950571880981 38.955553909379375]
alive [6.635072032404469 34.58127352189548]
alive [3.8623959408343005 27.390533226345017 48.02052955166525]
alive [3.3959014984779743 7.8860736339094535 42.700235473560255]
alive [5.899102378498134 24.38828738804209]
alive [4.528351631418152 7.891633326521433 21.607410114764065 34.14390894444071]
alive [5.168050634175944 39.24200139241661 44.69893737297013]
alive [3.186579159206253 23.469405664939288]
alive [2.631039020334895 13.609813902281909]
alive [5.180769384487521 29.848080217018033 43.50354056958181]
alive [3.735039778817036]
alive [3.1857475118710497 30.74517614075315]
alive [2.230872390131434 31.537895088156297]
alive [4.676190713560421 40.05446837872738]
alive [3.2159627480190696 43.68542478190558]
alive [4.934448701533586 27.621242097717662]
alive [4.037828114782625 21.893565463263947]
alive [3.343207462653294 41.99648693983756]
alive [4.669722477821346 17.86172746922531 38.045139031273884]
alive [4.829434793859328 34.64880362159261 48.97375685493185]
alive [4.581764192378611 21.501003578098555 35.78755580166303]
alive [5.2398142092181805 46.276091071124895]
alive [3.6554692509462607 24.607136548452132 32.752215188436 42.34159943680923]
alive [3.286298221657793 45.01998044039532 48.66488866619323]
alive [4.166110009264003 26.403043200002617]
alive [6.280894900367741 37.923934924645906]
alive [4.663213155535253 13.723188040152426 38.27732396355144]
alive [2.599650902068687 14.038545567055571 32.968598240574444 47.18070598839764]
alive [3.3775234352750836]
alive [4.447836094499586 23.95398482846275 45.80685147633329 49.30172522455217]
alive [3.8259151850436015 21.460514551054064 41.21652261755836]
alive [3.0574430521716858 41.2220210531737]
alive [3.941683364160759 8.46905250757979 18.34009687088208 34.446780176000416]
alive [4.108692340843813 18.56910888955031 37.61543444929438 47.33037414963489]
alive [5.991651367812716 16.631563872580685 30.652832838293495 33.49575258114036]
alive [3.9261578665740147]
alive [3.615874371418425]
alive [6.742490653277021 42.21835848548852]
alive [2.0013538155799644]
alive [5.57929007735491]
alive [4.604921832473588 8.481924025504831 17.176052360179593]
alive [4.182949099372643 37.58913049208845]
alive [4.962906252192958 17.96302895161297 33.703195347147094]
alive [4.440596511079038]
alive [4.065384643532056 27.80155347827674]
alive [3.8332994447448794 22.715713321229984 45.10259462302414]
alive [4.266771132376379 21.938710948989478 27.56390633257722]
alive [6.183939216656067 48.18576559145014]
alive [4.3315007728625625 34.82263930068867 49.89361440630555]
alive [8.095710733795997 28.800369152968518]
alive [3.3219261961084023 19.281954353355136]
alive [4.813729928080449 17.41111623105216 35.5793929829008]
alive [3.2570097803514257 16.11708759056102 40.56407773964972]
alive [4.292435550904638 27.63822798132981]
alive [4.699735883839689 20.865971125520744]
alive [5.467638913059805 21.30999131318545]
alive [2.806057461833339 19.837174067235388 37.68243216180404]
alive [4.478863746446625 17.207575347597686 37.515000997945194]
alive [4.07458602128469 19.37491631869514]
alive [2.6570077624908675 9.35581652432331 13.355197924772462]
alive [4.362122492987505 20.97048772913166 31.01189623019789 44.071839126142834]
alive [2.3399470363418766 22.262536109824012]
alive [4.488398965427067 47.11798860588327]
alive [4.66439024559056 16.128053900664938 48.31028506688215]
alive [4.791221789302307 24.95643553062897 37.68970319949807]
alive [5.56657866376717 46.95079764026956]
