dead [0]
dead [5.74977884377001]
dead [6.030559029575206 17.510457100769464]
dead [7.905603413762373 17.87533112947243 40.815289950446385]
alive [6.889609804227195 18.72867388292276 23.369330398042948]
alive [6.144224442997454 40.17847833982789]
alive [5.3287815354686865 35.057482479101765]
alive [4.120116393212887 14.27039353899549 29.260193776069283 43.44290233943012]
alive [5.586882269207174 11.557161810805443 27.358954396914868 38.745248017189944]
alive [8.076461483944518 42.27216739002954]
alive [7.055118339445921 40.25647563253943]
alive [7.344078641075731]
alive [4.289439423906609]
alive [5.474542833410447 21.733225856790085 43.1387333892637]
alive [6.249942856825882 18.625716925642607 49.34192243740851]
alive [5.478588587108495 26.24779562138737]
alive [4.846728885214059 15.08351551804547 31.772380744853805]
alive [5.783979804834457 21.65294602908398 39.53385094073879]
alive [6.001251266860928 33.5524574290371]
alive [7.879441008701849 33.00356821446492 48.640281142863294]
alive [5.621853878304595 20.318648272521234 41.09412762271573 45.35177336228223]
alive [5.131503736830827 28.070130913988905]
alive [5.175263373250951 32.70752179417015]
alive [6.034038607533614 15.812292413870518 28.861811109845217 37.9738796881837]
alive [5.255139362176058 33.155787109997576]
alive [4.472781026097278 17.00884191819569 29.768702502480952 44.47622554520109]
alive [6.990974095819104]
alive [6.082533152460342 39.67981871736202]
alive [5.460034917762783 48.63855991583895]
alive [6.352819523089392 19.040744944299483 32.44032866400345]
alive [5.351418752093413 30.371477132034762 49.21025252367263]
alive [5.936532542496324 13.721486113155294]
alive [4.498816777326544 41.07277528831153]
alive [9.67055564915443 28.67427046595381 48.37426886312237]
alive [8.117569043697905 19.594213691445113 44.74672469803869]
alive [5.523615288438212 12.402140558972476 40.45620482693809]
alive [6.237558793613873 37.60277037853254]
alive [4.211623591544603]
alive [5.738903787841926]
alive [6.04136343309046 29.74604170285829 36.11361955220478]
alive [7.6932291070708905 39.42018435881856]
alive [6.44562386478191 26.37872375783787]
alive [8.882781455529965 32.300410623808254]
alive [7.7872642052840115 27.610849573761573]
alive [2.3958994635593114 19.82807183929304 37.481426614795545 47.568672587489885]
alive [6.8790100091992725 46.211804903427065]
alive [5.500074926609045 9.78605226356565 18.89000315442393 40.862615035483515 47.74331990320699]
alive [0.43650687023855245 12.707409015548338 25.078982522184884]
alive [5.677624469880069 26.755277458846685]
alive [7.535999529701507]
alive [5.624261588899528 30.322493008019528]
alive [6.2922719888880865 17.224157472665933 37.31252820762953]
alive [6.260629267414828 34.08253979910205 47.91481485432546]
alive [7.373358436323835 44.76533290418807]
alive [8.106957854554508 28.980679308033338 47.991415422775624]
alive [6.519504751456117 23.02825929996339 28.369800556994974]
alive [7.49096225052444 37.227368888787225 48.00950330020794]
alive [7.121634466686529 36.61665462921251]
alive [9.327594438303867 38.04682993622313 46.37393966017061]
alive [5.734823871957621 22.750949237820585 47.42704034366776]
alive [5.755558766385255 36.28974712087784]
alive [4.109117846984642 28.37807515627828]
