dead [9.523697596030685]
dead [11.75584050066995]
alive [10.154492376754817]
alive [12.355624709776349 38.22270653779919]
alive [13.505464053673288 30.49356796357943]
alive [11.448100959818225 43.84531070535473]
alive [9.932803579631088 31.428104360257358]
alive [12.448494207751665 36.623834106231115]
alive [13.091547263039935]
alive [10.919552919461202 34.861483276012045]
alive [12.123666008422159]
alive [13.096124028665738 32.81812215200143]
alive [11.43682554748843 25.38907767098636]
alive [12.577953270084341 33.31963213993328 49.42601130165727]
alive [12.838452876654081 28.80967117226346]
alive [12.556045850450646 31.830900572657644 36.82160788015456]
alive [12.307677835136198]
alive [15.317907496720862 25.72807197211492 46.500706076418524]
alive [9.800024143784533 32.20207904338616]
alive [8.123629050392092 20.45251844490422 34.200071565620064]
alive [13.373396461411286 24.538790121815605 43.0025498293725]
alive [14.981857821807873 46.588645804807896]
alive [12.324852484445989 47.83856438839228]
alive [12.61371459666245 38.25701520231295 49.76760924226112]
alive [12.912463144241038 38.913641788636404]
alive [0.20136061128209826 24.00011184271622 47.35669330076725]
alive [11.904329914554314 23.651854618575435]
alive [10.534134561492401 17.04842036891203 26.539235930325262]
alive [10.84932796792317 20.66238731503024 37.679564697241794]
alive [12.995536113138273]
alive [10.521286641247924 40.46206696299308]
alive [14.43467461966375 42.18984249882424]
alive [11.421950311275767]
alive [15.063333995600898 48.74373028248745]
alive [12.535690413553631 48.100226530833]
alive [0.14542010542971517 44.14607997140829]
alive [14.47068041997718 40.099856099002096]
alive [12.363716066156712 30.30308695374595 48.78298272651662]
alive [10.530524441233998]
alive [13.878042780720602]
alive [10.955231959322832 33.52654257084586 37.86440185500081]
alive [13.805051422811752 26.56801930270575]
alive [13.552252054468587 25.013723595715767 44.65594003381958]
alive [10.482851656996145]
alive [13.818933269271026 37.615589130816495 45.07153873920714]
alive [12.894133701976905 32.57850365035914 34.3363499867223]
alive [14.141234274081775 26.770899226783847 37.02540269134124 45.8927602796287]
alive [11.963604469584885 37.06147453243867]
alive [13.73931253308462]
alive [10.43330417105124 19.27758833324794 38.18966057081804]
alive [10.75750573745579 29.781887746584108]
alive [9.9992443348749 35.41523852876074]
alive [12.45739715227604 36.075611186196426 39.11490976641026 45.99303877668355]
alive [12.24335521935357 31.112347552397463]
alive [16.425477888582233]
alive [7.678318590755055 11.270429263746351 45.21293584724233]
alive [12.879037235636696 28.980733497100324 32.44263627342797]
alive [11.196108841235386 13.271761247782418 27.333444099518616 45.4829850999141]
alive [11.86457107678445 20.807643708416286]
alive [13.002926978663506 40.431678164236146]
alive [12.948821214622779 42.350052430937055]
alive [14.129968059280246 31.38678742540821]
alive [11.86325687127923 46.97925304757789]
alive [12.37750590564961 29.50732840988283]
alive [11.822210639751537 41.92719987331713]
alive [10.740845222747652 38.70734010971909]
alive [12.357418464904136 28.935248119393908]
alive [11.963868557248095 26.584455410512096]
alive [13.20637126656959 28.63153957879335 42.73887695100302]
alive [12.81567920349767 34.06321623655703]
alive [15.293311900910902 33.50845052915478]
alive [13.885841824717579 39.89267780766278]
alive [13.334228809663296 45.17836025011218]
alive [13.772671487839474 39.216036149460464 45.73397316728906]
alive [14.451424839102943 20.121725972263366]
alive [12.950723963052072 44.32869157647804]
alive [10.839469997014113 32.57939789034017]
alive [14.194533610251272]
alive [15.393834711739714]
alive [11.034162832945304 28.55848672005222 39.855056552378954]
alive [13.048395571617684 30.73416101724136]
alive [13.352190489708839]
alive [13.571650953210735 33.67602334210772]
alive [11.345057455747922 32.38993427099521]
alive [10.810406045966813 17.01034330697399 26.885333701368197]
alive [13.361043081202325 29.662645736122652]
alive [11.101517740635428]
alive [11.221987643677327 29.73697630641081]
alive [12.98817542512546]
alive [9.715617391621512 21.0555228297296]
alive [12.269955489452238 33.100652253296296]
alive [11.946191882606376 29.49522723894927 37.66854212633642 49.60376706409001]
alive [10.728572009672307 24.759815852994745]
alive [12.367552371754481 29.789423029472097 39.24216610495767 46.99527115156258]
alive [12.352854469094442 25.104045957350387 47.43654229260017]
alive [12.792602867228384 29.683988002598568]
alive [11.59664736940277 46.21208194790879]
alive [12.692900279660309 20.021980038179493 29.331196979372404]
alive [12.33961911114061 38.08210191567054]
alive [15.313458963590415 22.885389394764818 46.38711828357904]
alive [13.203844496213177 26.424260861344102]
alive [12.878478919811773 45.08091257235997]
alive [10.658215503996708 42.171043167080796]
alive [14.231987007588371 43.59073336945077]
alive [12.748166695138526 31.909544605411902 48.78379065614674]
alive [11.556784417642657 45.43287737555786]
alive [11.955136348417787 33.309042631590664]
alive [8.981837967476906 26.65132001100107 33.7281857465762]
alive [12.300696494745903 35.49956476148348 49.80453394089422]
alive [12.315278349429859 32.006827400878834]
alive [13.455832062339248 21.700191453236403 46.11838494174009]
alive [13.024819295864546 48.07556745339005]
alive [11.541492502653025 30.934404365269796]
alive [13.506665096275796 42.85227654857307]
alive [13.305526148322556 29.500470205038848]
alive [14.963984670459409 19.80997733612134 30.529743376009737]
alive [9.976870282624086]
alive [11.544237913125372 19.571427328784967 48.153594231863295]
alive [13.500529464959733 38.21521102440649]
alive [9.558393231871282 47.878953902368]
alive [11.598799384499557 34.791932268741476]
alive [11.990780344911382 45.164939771344876]
alive [12.828013767532001 43.991509138601984]
alive [11.41348487294725 21.361875454019238 45.5532957513306]
alive [11.229424427953528 35.84863541080768]
alive [11.545967730465627 29.60354068335812 44.4758723679966]
alive [13.382254749561282]
alive [9.938519044653495 32.353933063384005]
alive [12.69935682818728]
alive [13.02157204732425 21.875458151711104]
alive [12.04331380832429]
alive [13.862376046109661 22.458311553709915 30.29378732900412]
alive [10.185927004009649 30.86115826634356 42.27903809808333]
alive [11.889842599938955]
alive [12.877508373723552]
alive [12.827296943655192 22.031823816906073 33.00036180325062]
alive [13.790891605840038 42.22666221104287]
alive [11.219470822519277 44.884212569622115]
alive [12.68902677112263 24.500792616910744 37.27174709273374]
alive [13.411471662265734 43.63370054228392]
alive [12.339427650327353 43.99850797225759]
alive [14.414519285968597 28.25535283931739]
alive [12.918587871390265 35.522725824287946]
alive [14.413344257667699 33.77301122444172 48.3672298196829]
alive [13.387940791317556 20.27012434918453]
alive [11.622818315156358 39.4848118177636]
alive [11.847380578595269]
alive [11.617550362984879 32.732356407251494 47.288640379663356]
alive [11.287803415083566]
alive [13.464999205770937 27.10422729189577]
alive [13.148941974522055 20.4374581078133 30.58706924627613]
alive [12.802399085177075 38.60144605974222]
alive [13.662263705049456 40.96921525617788]
alive [10.460747922037642 41.3978076990973]
alive [12.904497233784552 40.67009227371163]
alive [9.87171719051793]
alive [10.61351667840183 19.643737154214744 38.03751904005966]
alive [14.90247297154863 43.497885254988724]
alive [15.619943211519702]
alive [13.131055088029864 29.585552959925817 38.841808965342395]
alive [12.593293343198782 20.72082258558688 34.16771543506582 43.178008026947836]
alive [14.041192677379597]
alive [8.765585429789073]
alive [8.695744215062996 23.833890561296727 38.13967172510887 47.94761775860306]
alive [13.400412406582486 40.97942206925415]
alive [12.90223342722826 41.00309731929402]
alive [13.814339865541308 36.875171800029854]
alive [12.867586004469882 45.41193812277823]
alive [12.905544426602649 28.635910171730295]
alive [11.982676406080177]
alive [13.885681131553975 31.001725781633905 46.20407030282874 48.98340272735539]
alive [14.227691685272784 16.993875368753994 41.49862121675966 47.00791462481449]
alive [7.689306393895375 34.06479852137812]
alive [10.435587279200352 30.8304562981174]
alive [14.251147969532317 44.21483310730726]
alive [0.5227005322928557 16.08788712570189 28.214663009968476]
alive [13.536646338028925 48.962273544921764]
alive [12.819976772163562 23.392296572170206 29.034427721912802]
alive [14.251159087435113 40.85587239795449]
alive [12.711297409788095 40.64567508343178]
alive [14.25620059505565 40.072834863041706 45.23730344965983]
alive [14.876580108606719 38.70994210494578]
alive [13.304642310026527 25.995285290724652 46.62485386880445]
alive [12.997950899061575 18.159718995113654]
alive [13.784768176987267]
alive [14.594625444199467 43.19429591936965]
alive [12.160981388353624 25.168562426497463 45.64664092254539]
alive [13.20963352981176 25.660356416398304]
alive [13.355838261452284 31.352725967043973]
alive [13.63994066435355 22.02876682495323 38.67137735614097]
alive [12.078535830219787 26.415280271435577 41.92912534239062]
alive [9.084097109342473 23.39459806213774 39.80204918767267]
alive [13.158847815613843]
alive [10.09885321969557 33.293656993645 47.5715060413554]
alive [11.227820137737885 24.545095262702898]
alive [12.788334659091195]
alive [13.455402146804229]
alive [13.022566367673456 17.823524781151388]
alive [17.707506364297146 28.32213827082374]
alive [10.412602310522566 24.35691825678769 46.996899665169025]
alive [12.755022886275302 36.8229969775519]
alive [14.290145882313967]
alive [12.586811445143804 47.42322342226876]
alive [12.17890800192041 37.32745498923286 41.409668888563296]
alive [11.931619894933592 33.338896737516535]
alive [12.965475864914815 33.533543071011856]
alive [11.007909476963103 42.529570461852714]
alive [12.415318735318987 24.148684807328852 36.43038527219202]
alive [15.41313299190323 33.34528518536648 41.74334763770384]
alive [12.337592292839652 19.672402078814123 40.488232260212875]
alive [11.89229173417763 26.79247613976053 39.9136891261685]
alive [14.421011438906664 28.595549199141825 46.76457730033179]
alive [11.01086001317799 45.64437900488368]
alive [10.463230855782983 43.972245497777706]
alive [11.48494432976556 32.24801752389164]
alive [13.24383981759586 39.52336214238389]
alive [13.243476740223533 21.205793695927742 47.734768385035494]
