dead [0]
alive [1.2866169313456173 14.167417577144537 24.695470940200885 31.618169231042806]
alive [8.990772965774491 43.104697864680276]
alive [6.384456042024152 42.376186782708714]
alive [10.026349765342246 17.191276014563655 43.93255694025977]
alive [6.497830168510112 21.665891484932846]
alive [8.432352131603185 40.42399277828209]
alive [6.121382931378019 23.463308065920803 29.197270669653157 45.89407314822785]
alive [5.21843737219333 13.76465229432222]
alive [6.888177044486261]
alive [8.234932038839334 27.571355424169116]
alive [7.486798693876025 12.56327451142395]
alive [6.59001503585684 22.628842397191004 41.501369811946795]
alive [9.424190821458103 43.06365796027437 46.64823234816087]
alive [8.81200875082452 48.438574844843835]
alive [7.180377506019353 37.09800392583156]
alive [3.495621295909163 46.09537923696597]
alive [7.259295050225548 46.72957165752086]
alive [4.682042124840618 11.469709717020763 25.129319732132057 42.19892782251617]
alive [4.042707088144268 37.39005530648706]
alive [4.334735734535882 34.87038078557256 40.43890661870992]
alive [4.792804781907508 43.429991337518906]
alive [5.130961487023581 38.834846740885325 48.977943668062935]
alive [1.8493426798706505 28.504557258196243]
alive [6.193223141435298 39.54422149810678 49.56998041681985]
alive [3.011056381238947 29.14334126341492]
alive [5.096234681441221 21.401738508804893 41.92886621612673]
alive [3.9423215174339004 15.808219095156389 44.01090116504114 49.95872797480405]
alive [7.691305193068789 18.075909461888028 32.31079637194224 47.87757208361189]
alive [7.798061353918284 33.2518187367868]
alive [7.4863444534016494 24.941097700511783 41.942124352539246]
alive [3.9030831041791583 34.01823903984381 45.04228353651567]
alive [7.3141131668999435 38.13125743013344]
alive [6.777892905895692 47.73443364600657]
alive [6.73075830346283 27.95527316548693 37.96091311679173]
alive [7.635550526998293 22.054644501159483]
alive [2.463199153785991 18.493101197536628 48.58429284451995]
alive [6.09745005713164 9.805181501706898 28.267277199455776]
alive [7.6661485230645745 16.019970053841764 47.99818509754263]
alive [5.639510951745331 24.941567839738607]
alive [7.713421548503186 44.46984124313889]
alive [3.0768620701145846]
alive [4.842873938628651]
alive [8.356097768502906 38.90293895363428]
alive [8.814548262876603 24.152481794236945]
alive [6.882907561986496 29.022906109556782 41.0083423512674]
alive [5.179036352758482 48.80743194410761]
alive [6.90360313488657 23.2496905018851 35.43707474141293]
alive [5.95981175558849 26.775825070814484]
alive [6.002820849549991 35.4858926800064]
alive [7.178837111649962 22.077584052492988]
alive [5.9325849984355665 23.597915737128254 43.17932856020328]
alive [7.733279228374461 18.098343478248097 27.873412337935665]
alive [8.487388856442726 27.451089093525184]
alive [7.053216128779909 30.630889384718298]
alive [3.5259637689175434 14.658411900929922 24.061615822638558 48.48814002502537]
alive [6.995288665492901 35.11579156935752]
alive [3.8448890908075297 15.68388081710057]
alive [7.600762990328017]
alive [6.433811442708437]
alive [2.653530679949434 33.35671678868158]
alive [9.384159779812062 42.84720510852338]
alive [4.391923899181311 40.70500643429094]
alive [2.7587001628822616 9.13959601084764 26.717246963562445]
alive [7.672729084299676 43.79349229443816]
alive [7.425218277145582 20.576697367372454]
alive [6.244534417408299 15.624026015375636]
alive [3.4287647074903083 10.029069689748955 21.6020180763888 35.785854160108606]
alive [7.834339708993025 24.0184494252045 49.51154638920875]
alive [4.766101558585718 15.693750224334376 28.571741172629928]
alive [4.7136924023043525 23.994168337663048]
alive [5.953748744324245 43.058843242470545]
alive [6.287943755187498 18.007308483728615]
alive [6.065851763879449 28.792579450908807]
alive [7.827524983509511 18.733469937354034 37.608419985302845 46.13545099142951]
alive [5.574655921770172 28.191566500921606 37.6104847018374 48.46142816814196]
alive [5.95484021306967]
alive [3.9427583847980836 38.61763216224368]
alive [7.307329836569891 23.087866087495183 42.24667876061386]
alive [5.473399304653313 35.333419661310266]
alive [7.1354838447374505 17.003508386172264 38.75737212937718]
alive [6.027174851544275 20.881027281284993]
alive [9.107181914115726 35.10098179984819 46.23138034343403]
alive [3.798933521998402 23.898915227132008]
alive [4.379037820662351 24.027267753930225 48.51902805079701]
alive [0.23789354363700313 26.623704262324164 41.21354302253312]
alive [4.018922240819017 30.531329583350974]
alive [6.470545939794246 9.865755063158703 17.38215019604472 28.32823248003546 34.38408824766957]
alive [9.005021205255453 26.89139309584678 41.76544553029909]
alive [4.277450715026936 31.42742311902355]
alive [7.028944066188519 28.089366997540203]
alive [9.093518500168999 42.19814316526582]
alive [5.7858923889174525 39.444286506226256 49.18338358579414]
alive [5.31952812562668 24.929652327845886 35.09825107416774]
alive [7.715600917596591 38.1277875534702]
alive [7.510360657505358 23.249571267181793]
alive [6.799039520900188 20.26023753733497 44.04270157592471]
alive [5.564025369455596 16.287048651414686 25.658224413804895 38.6459613536502]
alive [6.3325263276697425 23.969482400913726 30.830651831283426 49.24966487005954]
alive [4.613982293645936]
alive [5.309757818678823 13.62335485465684]
alive [7.051065047151105 34.1781556703484 42.260380658134]
alive [7.160477361440013 25.815646114937067 49.66502712411626]
alive [8.696498680322605 23.881307184577672]
alive [2.8114765652692326 18.97200470864303 28.717224401526806 34.78200631945379]
alive [0.6329995279278272 19.916527650257244]
alive [5.365302761769206 19.856227074201154]
alive [4.652629644640585 33.613233385944 46.44020001743522]
alive [8.828712340666302 38.05081960872986]
alive [5.038976476443556 18.8233452134983 29.6802276333019 49.32391545302964]
