0 100 0 0 0 0 0 0 0 20
0.1 102 0 0 0 0 0 0 0 20
0.2 103 0 0 0 0 0 0 0 20
0.3 103 0 0 0 0 0 0 0 20
0.4 105 0 0 0 0 0 0 0 20
0.5 106 0 0 0 0 0 0 0 20
0.6 108 0 0 0 0 0 0 0 20
0.7 109 0 0 0 0 0 0 0 20
0.8 114 0 0 0 0 0 0 0 20
0.9 117 0 0 0 0 0 0 0 20
1 120 0 0 0 0 0 0 0 20
1.1 122 0 0 0 0 0 0 0 20
1.2 126 0 0 0 0 0 0 0 20
1.3 123 0 0 0 0 0 0 0 20
1.4 129 0 0 0 0 0 0 0 20
1.5 133 0 0 0 0 0 0 0 20
1.6 133 0 0 0 0 0 0 0 20
1.7 132 0 0 0 0 0 0 0 20
1.8 139 0 0 0 0 0 0 0 20
1.9 140 0 0 0 0 0 0 0 20
2 142 0 0 0 0 0 0 0 20
2.1 143 0 0 0 0 0 0 0 20
2.2 142 0 0 0 0 0 0 0 20
2.3 149 0 0 0 0 0 0 0 20
2.4 153 0 0 0 0 0 0 0 20
2.5 157 0 0 0 0 0 0 0 20
2.6 160 0 0 0 0 0 0 0 20
2.7 159 0 0 0 0 0 0 0 20
2.8 159 0 0 0 0 0 0 0 20
2.9 161 0 0 0 0 0 0 0 20
3 167 0 0 0 0 0 0 0 20
3.1 172 0 0 0 0 0 0 0 20
3.2 173 0 0 0 0 0 0 0 20
3.3 177 0 0 0 0 0 0 0 20
3.4 182 0 0 0 0 0 0 0 20
3.5 188 0 0 0 0 0 0 0 20
3.6 190 0 0 0 0 0 0 0 20
3.7 192 0 0 0 0 0 0 0 20
3.8 197 0 0 0 0 0 0 0 20
3.9 196 0 0 0 0 0 0 0 20
4 198 0 0 0 0 0 0 0 19
4.1 200 0 0 0 0 0 0 0 19
4.2 204 0 0 0 0 0 0 0 19
4.3 206 0 0 0 0 0 0 0 19
4.4 207 0 0 0 0 0 0 0 19
4.5 208 0 0 0 0 0 0 0 19
4.6 215 0 0 0 0 0 0 0 19
4.7 218 0 0 0 0 0 0 0 18
4.8 219 0 0 0 0 0 0 0 18
4.9 221 0 0 0 0 0 0 0 18
5 223 0 0 0 0 0 0 0 18
5.1 226 0 0 0 0 0 0 0 17
5.2 236 0 0 0 0 0 0 0 17
5.3 240 0 0 0 0 0 0 0 17
5.4 243 0 0 0 0 0 0 0 17
5.5 243 0 0 0 0 0 0 0 17
5.6 249 0 0 0 0 0 0 0 17
5.7 256 0 0 0 0 0 0 0 17
5.8 261 0 0 0 0 0 0 0 17
5.9 268 0 0 0 0 0 0 0 17
6 270 0 0 0 0 0 0 0 17
6.1 277 0 0 0 0 0 0 0 17
6.2 283 0 0 0 0 0 0 0 17
6.3 288 0 0 0 0 0 0 0 17
6.4 293 0 0 0 0 0 0 0 17
6.5 299 0 0 0 0 0 0 0 17
6.6 300 0 0 0 0 0 0 0 17
6.7 311 0 0 0 0 0 0 0 17
6.8 315 0 0 0 0 0 0 0 17
6.9 319 0 0 0 0 0 0 0 17
7 321 0 0 0 0 0 0 0 17
7.1 322 0 0 0 0 0 0 0 17
7.2 326 0 0 0 0 0 0 0 17
7.3 333 0 0 0 0 0 0 0 17
7.4 335 0 0 0 0 0 0 0 17
7.5 339 0 0 0 0 0 0 0 17
7.6 342 0 0 0 0 0 0 0 18
7.7 349 0 0 0 0 0 0 0 18
7.8 356 0 0 0 0 0 0 0 18
7.9 363 0 0 0 0 0 0 0 18
8 372 0 0 0 0 0 0 0 18
8.1 373 0 0 0 0 0 0 0 18
8.2 380 0 0 0 0 0 0 0 18
8.3 379 0 0 0 0 0 0 0 18
8.4 382 0 0 0 0 0 0 0 18
8.5 392 0 0 0 0 0 0 0 18
8.6 397 0 0 0 0 0 0 0 18
8.7 402 0 0 0 0 0 0 0 18
8.8 410 0 0 0 0 0 0 0 18
8.9 420 0 0 0 0 0 0 0 18
9 429 0 0 0 0 0 0 0 18
9.1 441 0 0 0 0 0 0 0 18
9.2 447 0 0 0 0 0 0 0 18
9.3 446 0 0 0 0 0 0 0 18
9.4 449 0 0 0 0 0 0 0 18
9.5 463 0 0 0 0 0 0 0 18
9.6 469 0 0 0 0 0 0 0 18
9.7 479 0 0 0 0 0 0 0 18
9.8 489 0 0 0 0 0 0 0 18
9.9 495 0 0 0 0 0 0 0 18
10 500 0 0 0 0 0 0 0 18
10.1 501 0 0 0 0 0 0 0 17
10.2 513 0 0 0 0 0 0 0 17
10.3 518 0 0 0 0 0 0 0 17
10.4 527 0 0 0 0 0 0 0 17
10.5 535 0 0 0 0 0 0 0 17
10.6 542 0 0 0 0 0 0 0 17
10.7 551 0 0 0 0 0 0 0 17
10.8 558 0 0 0 0 0 0 0 17
10.9 566 0 0 0 0 0 0 0 17
11 576 0 0 0 0 0 0 0 17
11.1 585 0 0 0 0 0 0 0 17
11.2 588 0 0 0 0 0 0 0 17
11.3 596 0 0 0 0 0 0 0 17
11.4 603 0 0 0 0 0 0 0 17
11.5 609 0 0 0 0 0 0 0 17
11.6 612 0 0 0 0 0 0 0 17
11.7 622 0 0 0 0 0 0 0 17
11.8 630 0 0 0 0 0 0 0 17
11.9 647 0 0 0 0 0 0 0 17
12 652 0 0 0 0 0 0 0 17
12.1 659 0 0 0 0 0 0 0 17
12.2 663 0 0 0 0 0 0 0 17
12.3 668 0 0 0 0 0 0 0 18
12.4 677 0 0 0 0 0 0 0 18
12.5 690 0 0 0 0 0 0 0 18
12.6 695 0 0 0 0 0 0 0 18
12.7 704 0 0 0 0 0 0 0 18
12.8 717 0 0 0 0 0 0 0 18
12.9 722 0 0 0 0 0 0 0 18
13 736 0 0 0 0 0 0 0 18
13.1 753 0 0 0 0 0 0 0 18
13.2 765 0 0 0 0 0 0 0 18
13.3 773 0 0 0 0 0 0 0 18
13.4 781 0 0 0 0 0 0 0 18
13.5 779 0 0 0 0 0 0 0 18
13.6 798 0 0 0 0 0 0 0 18
13.7 812 0 0 0 0 0 0 0 18
13.8 818 0 0 0 0 0 0 0 18
13.9 819 0 0 0 0 0 0 0 18
14 828 0 0 0 0 0 0 0 18
14.1 837 0 0 0 0 0 0 0 18
14.2 845 0 0 0 0 0 0 0 18
14.3 853 0 0 0 0 0 0 0 18
14.4 863 0 0 0 0 0 0 0 18
14.5 870 0 0 0 0 0 0 0 18
14.6 883 0 0 0 0 0 0 0 18
14.7 897 0 0 0 0 0 0 0 18
14.8 913 0 0 0 0 0 0 0 19
14.9 918 0 0 0 0 0 0 0 20
15 926 0 0 0 0 0 0 0 20
15.1 941 0 0 0 0 0 0 0 20
15.2 958 0 0 0 0 0 0 0 20
15.3 971 0 0 0 0 0 0 0 20
15.4 985 0 0 0 0 0 0 0 20
15.5 990 0 0 0 0 0 0 0 20
15.6 999 0 0 0 0 0 0 0 21
15.7 1011 0 0 0 0 0 0 0 21
15.8 1026 0 0 0 0 0 0 0 21
15.9 1032 0 0 0 0 0 0 0 21
16 1041 0 0 0 0 0 0 0 21
16.1 1059 0 0 0 0 0 0 0 21
16.2 1068 0 0 0 0 0 0 0 21
16.3 1082 0 0 0 0 0 0 0 21
16.4 1102 0 0 0 0 0 0 0 21
16.5 1112 0 0 0 0 0 0 0 21
16.6 1125 0 0 0 0 0 0 0 21
16.7 1140 0 0 0 0 0 0 0 21
16.8 1147 0 0 0 0 0 0 0 21
16.9 1172 0 0 0 0 0 0 0 21
17 1189 0 0 0 0 0 0 0 21
17.1 1197 0 0 0 0 0 0 0 21
17.2 1209 0 0 0 0 0 0 0 21
17.3 1229 0 0 0 0 0 0 0 21
17.4 1242 0 0 0 0 0 0 0 21
17.5 1266 0 0 0 0 0 0 0 22
17.6 1271 0 0 0 0 0 0 0 22
17.7 1288 0 0 0 0 0 0 0 22
17.8 1305 0 0 0 0 0 0 0 22
17.9 1330 0 0 0 0 0 0 0 21
18 1346 0 0 0 0 0 0 0 21
18.1 1360 0 0 0 0 0 0 0 21
18.2 1379 0 0 0 0 0 0 0 21
18.3 1394 0 0 0 0 0 0 0 21
18.4 1410 0 0 0 0 0 0 0 21
18.5 1413 0 0 0 0 0 0 0 22
18.6 1425 0 0 0 0 0 0 0 22
18.7 1451 0 0 0 0 0 0 0 22
18.8 1465 0 0 0 0 0 0 0 22
18.9 1487 0 0 0 0 0 0 0 22
19 1523 0 0 0 0 0 0 0 22
19.1 1541 0 0 0 0 0 0 0 22
19.2 1559 0 0 0 0 0 0 0 22
19.3 1575 0 0 0 0 0 0 0 22
19.4 1590 0 0 0 0 0 0 0 22
19.5 1611 0 0 0 0 0 0 0 22
19.6 1639 0 0 0 0 0 0 0 22
19.7 1668 0 0 0 0 0 0 0 22
19.8 1695 0 0 0 0 0 0 0 22
19.9 1709 0 0 0 0 0 0 0 22
20 1735 0 0 0 0 0 0 0 22
