dead [7.259603485178734]
dead [7.666440696155551]
dead [7.066322513091816]
dead [8.648489401718376]
alive [8.643320873659675 26.605650702084862]
alive [6.655011398450463 30.65379636118457]
alive [7.718550437093498 30.94658483955106 34.45823021520809]
alive [5.7080142801679505 23.127268610288056 40.577887060285526]
alive [8.337331700806628 26.858197019413034 44.4144703153495]
alive [5.152574605542033]
alive [4.673765540501451 15.251276297648557 46.34952154956518]
alive [0.33414422332629823 17.90511065874383 33.7332935010189]
alive [6.61801577714575 26.562505325423306 32.92462436871074]
alive [7.0093518993900386 33.07789301370688]
alive [8.449188901547272 24.835067649014047]
alive [5.035575515636908 40.275886291826204]
alive [7.9972964128003365 18.414272894004533 36.381719441899875]
alive [2.791835585301571 7.209200922354728 30.71538585250175 49.148294946165755]
alive [3.548813163441177 29.628728328984412]
alive [7.448373936967883 26.12656818096049]
alive [7.726880221973124 39.83171281353588 46.99944386152167]
alive [9.048692619396695 14.149706654887083 32.59281350225436]
alive [5.026629621578007 29.519411848112615]
alive [5.563510314759592 25.709876518469628 32.279006067125586 46.03761235536685]
alive [10.38319375857608 24.07631876527845 40.14022408319411]
alive [5.793135433428149 19.205456647084006 34.3717236879956]
alive [8.421158495724946 41.07463868877577]
alive [11.22220162242644 31.96841619907938]
alive [4.229819914840919 13.576712653941465]
alive [5.389081942656285 23.88175319496512 34.529325297172456]
alive [8.363307110848217 13.23395531454171 46.336662250720984]
alive [9.574012465005042]
alive [6.919018883725831 24.261165779775542 42.540869374449336]
alive [9.319111805882933 24.292619501935096 33.310337250688804 44.916396041085086]
alive [8.718304320810054 42.7254986068117 49.89346650175306]
alive [7.276543827557636 34.32820135453946 49.95263801919727]
alive [3.2762026485660685 29.932857039816255 38.228702698989366]
alive [4.613359397105574 32.26950414999035 37.4094057054165]
alive [6.204119826403112 19.60594791290361]
alive [5.88844834674474 24.961554437276554 35.19714355202592 48.81098065792035]
alive [6.935331722192818 41.4635130744021]
alive [7.333247537802944]
alive [6.481537581883812 18.42479748933036]
alive [7.286661273865048 32.98916895655639 47.08002976436421]
alive [8.091951338828984 23.48553179588294]
alive [6.336947229460805 12.753928444699834 33.79677033957435]
alive [8.042809178661418 33.13337386805806 39.57577857581417]
alive [4.774657902606575 26.837246847743838]
