dead [4.658497681149946]
dead [0 22.62460106615446]
dead [4.638171207781034]
dead [6.357473445067134 19.44435994696189]
dead [4.289921787981495 24.456031443223726]
alive [6.692290708235789]
alive [7.622219258588413 26.209720241577706]
alive [8.089424181030944 22.96944708583271]
alive [7.253083072707319 49.249792891920315]
alive [7.317660855878789 24.178937800488193 40.21716789917243]
alive [4.785598863496871 14.015697176430681 29.793779822218912 48.61387198597083]
alive [4.9145138386814695 33.01049996059048]
alive [6.361683531192472 41.557942514001454]
alive [5.120250221957515 11.959863615424903]
alive [5.711667046065291 21.500567171683553 33.73630645571916]
alive [5.022250105266717 17.459970357604345 42.05380956080944 49.0562659019824]
alive [9.325716615906371 44.065129669835706]
alive [5.782938628080787 41.53913630367301]
alive [3.4638047117470876 41.12755705724727]
alive [4.67860879278847 41.05056425742572]
alive [6.259121586230762 26.44476456405433 47.54457663245388]
alive [4.913763539420373 20.15722480776292 34.544355596619525 41.23866732277535 48.9690958663938]
alive [6.491797628132324 21.453818136208444 44.15718692476922]
alive [3.292876517418173 18.37664438065069 34.92108026239514]
alive [6.118126996406188]
alive [6.883285720991185 32.71260797394576]
alive [4.865136148656488 26.767020150168282]
alive [6.0362838983165314 24.79599586193224]
alive [6.252056630127626 25.229721227808962]
alive [7.132642277907614]
alive [7.1459280465505675 17.250061273468503 35.44902600047196]
alive [7.674246696778432 32.09186770934852 39.32938676608307]
alive [7.693026824352322 40.2833169629287]
alive [2.522563945943879 20.56196907210948 27.92913254172976 36.01943665857269]
alive [7.063788988450654 25.424787944807235 34.29876843305615]
alive [7.360470881555964 24.454441004962643]
alive [6.889311029059404 24.625187688065495 34.0010970878944]
alive [3.617692642294704 21.449506019356154 40.04380255115262]
alive [5.865628059841292 20.198882495751086 25.24812346561598 41.334385356148545]
alive [5.8763463367717135 28.080380728659584]
alive [5.114530772293926 13.863550591957598 43.9239450484219]
alive [6.7860274604672135 15.379820093343818 23.672347922003794]
alive [6.7491987615021145 25.682143768398145]
alive [5.262075299352481 44.462269944466236]
alive [4.63437616586812 30.944063033157967]
alive [7.1484688197611375 14.5666673694105 19.039810011886424 40.66026864944169]
alive [4.047681851208499 28.55643985713835]
alive [4.304796282791577 19.05275968867762 30.366537068532903]
alive [7.922753164966929 29.13414734518397]
alive [4.355404819060429 9.643796230207764 30.164787407631692 48.190460197026304]
alive [8.109572602990225 21.29107726357932]
alive [4.210984374351211 23.470596886337624 40.201723176923636]
alive [5.495583276304351 24.509673506889694]
alive [2.231166053618875 19.406450361128073]
alive [5.062617624850031 20.69158271669372]
alive [5.8973122297070155 43.77623698423143]
alive [2.4139054735227603 20.69511417589457]
alive [6.073290594162515 21.71294539852736 32.131017006906]
alive [6.440394630260262]
alive [6.898367518989331 40.08598054120473]
alive [7.1083796285506455]
alive [4.909644041035953 19.97540874424243 29.170228811339538 40.45724927557965]
alive [3.636155023475369 32.893026448471346]
alive [4.094609874964625 30.72302459198432]
alive [6.978793931402041 28.249403110636653 44.72895645771992]
alive [4.73104098951615 21.135724424572363]
alive [9.717370324784465 21.405572668549812 27.55615156461324 44.175578111036565]
alive [6.763593453999857 31.699749217056414]
alive [6.66910043141838 44.94198485395025]
alive [5.395091974836377 16.929936785123925 29.886714105718767]
alive [5.723150989076635 25.8904063601837]
alive [2.9659764424463213 17.60336581257397]
alive [6.92289591892851]
alive [3.585800118382429 14.256975828740524 29.454819626818136 47.376239157143445]
alive [5.686707154850456 30.913585024405496]
alive [4.520514465119622 23.612851439565784]
alive [7.173860854405424]
alive [5.912726428811143 19.70362387406231 38.782168726180664]
alive [5.585021200227504 26.543492301270774 42.1633751122002]
alive [2.6225551920996137 31.833306959816863]
alive [6.522776102736556]
alive [4.619966448835366 36.99482543082863]
alive [6.416463021342536]
alive [4.575928396427373 16.660802209606032 38.378156986436174 48.02398560974327]
alive [5.630778081212189 19.77685601661813 38.117070546266554]
alive [5.598597747147267 24.16883573696558 45.603276878451034]
alive [0.5267296051359244 8.046328445759732 35.129168245967264]
alive [4.957673067672796 36.72272136181894]
alive [7.282837412638897 34.71909370232004 47.99517019554981]
alive [7.434101720820317]
alive [6.6124766244068 14.452020160091903 35.446603814877676 49.73854345807007]
alive [5.631950316222067 35.89189701144365]
alive [6.289303514456089 32.317053063174]
alive [7.874793716847041 20.909834661116722 40.54535114940412]
alive [1.947061207882075 20.046253883554805 46.02545148275775]
alive [2.6029901436458154 18.686817809953972 42.0724383062594]
alive [2.439234845421989 8.237361192576024 25.902638952049838 32.90960497690071]
