dead [5.565192422383055]
dead [4.24744805467446]
dead [5.3568768816738315]
dead [6.778767278931549]
dead [4.516346500381405]
dead [4.114165488584201]
dead [7.61441575693954]
dead [8.198476408935733 26.521757968238074 40.768548557906676]
alive [4.766924138335536 27.060295380616452 47.04212639967696]
alive [7.246484985960923 16.379218797406015]
alive [7.897668134997325 44.17282010333022]
alive [7.078219984049073 49.51628134412579]
alive [6.832890908453548 34.72192227128568]
alive [6.131015338828266 41.58292283886167]
alive [6.551100857565876 19.650965883590416]
alive [7.4994253834038584 19.314983997367207 28.659559046547443]
alive [6.275029960858743 32.842043391814876 46.043012611597035]
alive [6.507595652238815 29.215582878441534 37.30342851095293]
alive [3.9016060768518748 32.44472151114189 46.13298351004987]
alive [0.3215851772925433 22.243529755704035 28.1462912348099]
alive [4.635125610625008 32.010118279001865 45.7941388012531]
alive [4.725876972109037]
alive [5.339275736082714 12.0215927904598 45.02589528217301]
alive [3.9285304745947593 24.162423970326603]
alive [6.647936958041265 26.12847448839804]
alive [6.6056642592559855 41.32634962978768]
alive [7.530800431488264]
alive [8.3124188548122 33.69760103540032 46.039702178159416]
alive [7.337750121786511 22.59463150877059 47.46448429787162]
alive [5.6211990234609965 28.127770500182873]
alive [2.7439915612162196 23.936587869496584 32.213211948116964 41.317094370703494]
alive [6.689311300413767 37.524196370737485]
alive [6.650226173792053 29.58516898655072 38.1973222646586]
alive [2.590845006977921 26.462746891744192 44.86224899340686]
alive [7.7209039841618265]
alive [6.396413552261933 19.192773201072754 39.679433057476054]
alive [8.721801228515275 36.506343306176966]
alive [2.700536440984393 18.152138932440067]
alive [5.345943076860026 22.228929854108205]
alive [7.267179587406497 26.217714117722174 38.193356430337246]
alive [7.02755951241171 15.355446170068138 22.9149402709973 31.310506775567987]
alive [6.221816458811487 27.663714224935532 40.781586107854835 44.44846151609661]
alive [8.08025122424618 15.363320140755803 41.54722335976916]
alive [6.665155987994374 10.66799961858443 28.493270101904656 32.92066033821614]
alive [6.729522098745144 28.381444823156265]
alive [6.978498714937303]
alive [2.070696128039068 33.34590180669903]
alive [10.351924231849178 30.440458246060803]
alive [6.258035621863222 29.04685346315244]
alive [8.033784172476384 30.732491657535192]
alive [7.853502264330638 31.39063434322539]
alive [4.808151331357293 24.389940044808203]
alive [8.95999242875912 22.506321917833432 37.3474141295721]
alive [6.911048876942667 42.227685307221265]
alive [7.391925460587534 36.91943115965292]
alive [6.107318501349927 15.945897210714625 42.26389966682915]
alive [8.867477860371972 47.92239503055247]
alive [7.170177255299754 38.30262141760761 48.31956775808453]
alive [4.157621387200396 21.781457699450275 43.13583388321837]
alive [6.685396554778263 17.70898150840726 29.046815489034007]
alive [6.4978103920525525 19.98242568290273]
alive [5.500294884767124 24.017272037185087 37.03770851736564 49.04764881197315]
alive [7.21531230602331 17.55410459438116]
alive [3.557917590332684 21.530971374790358 36.043113774046006 48.28816707090572]
alive [7.6803261751203085 35.39659554546294]
alive [6.331857422144676 20.665414634899882 26.522626710112487 48.570260074271225]
alive [8.291094552634647 23.877917846663685 48.18570131236279]
alive [6.793283123384504]
alive [2.099215310663141 26.318453351098576]
alive [4.92123966597835 10.107798777979964 24.890484270515262]
alive [4.943182316399392 28.67508549610277]
alive [0.98640648750729 18.88094957898217]
alive [5.251860424133052 27.33058223345287]
alive [8.635895159451678 14.844194500311085 29.906530954597716]
alive [6.355974133375339]
alive [7.661452600677086 30.19757791604186 40.229572416232294]
alive [6.016063797861973 15.152010747946646 42.519491225499685]
alive [3.795269211832856 44.0832152492994]
alive [6.2213973966431615 23.595447206906456 40.238100265197104]
alive [10.924990807975531 30.60771531084713 42.1051444056715]
alive [6.602497545894264 14.04424967776058]
alive [1.6490085797793061 39.247969903464885 47.95183742507096]
alive [6.281515710382591 31.033905833018256 45.188766055666456]
alive [7.426909607526508 42.64528212539155]
alive [7.823564770695699 35.863146811315104]
alive [5.325878397593673 16.9749899968425 42.43505199319759]
alive [7.083184634285669 17.611742539467674 49.660514573955794]
alive [4.064854518779339 17.081253331251595 33.484143240480385 44.46033907378116]
alive [4.9588709703871 9.684747733586676]
alive [4.8679485444800425 24.47252792755774]
alive [6.479571264324494 25.703587756228576 42.74050906351724]
alive [7.600188012784007 21.50269545605134 37.107957842484595]
alive [2.870852271760356 18.487244436353265]
alive [7.9544934877725115]
alive [4.143087203748104 27.19291190357677 39.11259421141381]
alive [6.978149877637073 26.865465533935108 45.19309062391783]
alive [4.94941948720858 26.98568586303246]
alive [7.765564070039777 40.4831077339067]
alive [7.519954135124357 41.28220024770404]
alive [5.393409293009316 27.435301895298586]
alive [7.460632038174331 47.44709834203319]
alive [5.647331755385336 47.82737864734263]
alive [5.880682617282678 28.957927932779878]
alive [5.790725080693261 39.06485110616808]
alive [7.5605372354917355]
alive [6.2179379771355965 24.146212434995217 47.00735230362726]
alive [5.388860579878017 16.499480156886953 37.801887965125765]
alive [8.298707627527984 16.96708124476024 32.379487152527155]
alive [6.445511701246523 20.73458025357292 42.35127973932406]
alive [8.668011304551095 38.707992487981386]
alive [9.011885832093572 31.66482046246825 40.40601776906323]
alive [3.0267519795956424 9.235946170308253]
alive [8.581929714302001 19.539737902649605]
alive [5.491636922662551 38.78734113584013]
alive [6.485704434862799 31.725549086899324 46.41774187594343]
alive [4.503552576997082 41.57472264977193]
alive [5.4211564649977 16.708249824530796 38.07516729068357]
alive [5.2561516327414175 20.671147529634002 45.18425333559465]
alive [7.708309951658576 37.108069123085244]
alive [5.907621651497669 22.57438074692034 32.06975327686966]
alive [7.0670777216555125 18.29919066272313 38.62451932441438]
alive [2.6833069778434733 26.136359441210644]
alive [3.4454592014342125 21.010352545104684]
alive [5.861660177003192 20.286560319171898]
alive [5.732611061805253 20.117752387777884 32.53619647699965 48.95274499808134]
alive [7.726118563744041 13.195833123657128 41.48536070811167]
alive [5.84821336477293 46.35847678768842]
alive [6.664399640643242 28.900154569268423]
alive [0 16.79680281011511 38.49587910760124]
alive [5.050192511631451 16.36742482928185 19.287222569147257 26.39881095056873 31.933916980202756 43.19885253997767]
alive [0.13011666223801688 16.447365190970572 38.93428682227571 49.00051940392358]
alive [2.9820045815334923 30.12159459988385 46.977141862466176]
alive [5.124518731747785]
alive [7.590205730213331 25.9802405532386 42.35989355996806]
alive [6.415926967611365 45.72288420571685]
alive [6.4158045385429485 45.626880698105865]
alive [4.607115019562296 10.470709242556998 43.17808527042877]
alive [6.971703548138757 23.77847453728702 28.391719513107383]
alive [5.576994076787775 22.97574828741321]
alive [3.3703977600415342 15.88504702712463 28.64777482979648 46.617858225183696]
alive [7.305831043279461 47.06469437137343]
alive [7.484817245718443 33.342864869664105]
alive [8.094055061571067 33.63844768963586 42.87598786706839]
alive [8.962440616006603 20.512968555582294 36.70501822695507]
alive [3.0948478393480583]
alive [8.440801036394026 24.735691163368397 40.163175408661594]
alive [7.269070178916677 39.047894680722834]
alive [1.7224150949128487 11.219501699365134 29.05649323242744 40.75341131415353]
alive [0.5638054936469737 10.272588739970418 19.10681248843204 22.56958021391141 47.62032232626437]
alive [5.550846627258283 16.05085147771794 47.62106327188246]
alive [5.6516593396212444 27.69003260556269]
alive [7.2422497752026604 17.924005847875154 26.953165381099552]
alive [6.6409717538012085]
alive [3.5786706545788136]
alive [4.876969842255815 24.98852054136741]
alive [6.808089763557099 44.47252325983553]
alive [8.613212928398386 27.1778442262201 42.46021171504724]
alive [5.329158652760081 32.61862392005988]
alive [5.0111888220468135 45.186953892435916]
alive [6.204559415271746 28.610301727762625 49.22409897010643]
alive [7.009710741222355]
alive [9.04690870228474 17.98894646131729 30.38770165311585]
alive [3.74711995285134 26.868078599843127 48.65109008938899]
alive [6.063180949824965 22.879430139720544 43.55006380104623]
alive [7.0697601453880345 18.9335510585976]
alive [2.9370676510359037 36.57589716611276]
alive [2.4088387134117637 48.67718414459541]
alive [6.732915305680646]
alive [5.167614985450873 8.891399698773943 32.131633492508506 38.86712528183616 48.077069000614145]
alive [6.969841660052372 14.887294892675966 26.05902465744929]
alive [3.3387152296347633 48.35873444028517]
alive [6.608887400790064 22.5482974695973]
alive [2.4597034603634986 11.938354598197469 19.84019203385734 32.23078276020397 37.35173617067517 44.644319573189705]
alive [3.792415617816592 26.437830210631354 34.60519056970299]
alive [7.2078329830857 18.40888422403105 32.96702183512717 45.50011282836096]
