dead [2.9696586801275466]
dead [5.364659383261859]
dead [5.496935684058424]
dead [5.936999858644052 15.478036883667158]
dead [4.434668428890309 21.247633103227823]
alive [5.938565382276222 21.5118012796161 43.25630073321133]
alive [6.2837517768101865 27.009414744772666 36.107965557031136 42.73399781981284]
alive [6.591500243445056 17.404878772988987 22.499817458712705 26.824646682613135 37.23912589156484]
alive [7.0392867952777225 28.932229510785877 46.35628551323418]
alive [6.244443189370757 22.560412162884994]
alive [6.397868551389115 36.19933264132985]
alive [4.40737800892158 35.618368383966306]
alive [8.075114692690644 31.906892167425266]
alive [4.33801554611677 22.616576755414076]
alive [3.218207012737798 43.65915701914553]
alive [6.039235519190736 46.86356185350554]
alive [8.070063930432548 39.201738386958304 45.80655181300826]
alive [5.274539186354262 23.577089346596356]
alive [8.216330678298549 24.395915420767807]
alive [5.353027028012525 20.71227973698554 31.531070600682483]
alive [5.880765370528987 20.695230784778975]
alive [6.378307161587646 27.978892478605825]
alive [6.031286003780317 43.72895477409502]
alive [6.731530817559855 27.141875178183593]
alive [8.60613600677347 20.39199298858238 33.02140120253558]
alive [6.7884134694140155 24.11155472391671 42.80607633859576]
alive [7.778278956358409 17.98518770210696 33.07025049379353 47.09406236996913]
alive [1.907744115936859 21.11054057442716 48.85834611600397]
alive [7.152308500326042 26.336258820246915]
alive [6.2825907620842605 27.921375955964777 46.78932654891168]
alive [5.29142224047262]
alive [8.337579569397082 11.677162708547941 35.76990989641122 47.527138228143265]
alive [4.156263845826861 19.613806767615113 43.54659398272374]
alive [4.956717631934379 38.15742540225482]
alive [7.22657267905899 43.42802955087561]
alive [5.766200221992268 18.610369323498073]
alive [5.9158095715964665 13.810685410381865 29.113938811692027 38.92517568716119]
alive [6.404635685516752]
alive [6.766078170386756 29.20669911571561 32.75045828671732 41.76673676796951]
alive [5.287633950801632 27.639221859939536]
alive [7.809436571565196 24.971377481135367 36.46045478588709]
alive [5.419034371060417 24.725972991813865 40.98012743181077]
alive [5.8689863993076985 25.51947605122028 47.3450530648454]
alive [10.239770471288256 39.692677140540724]
alive [4.948185040119057 21.167930416736812 42.57450767692356]
alive [6.842689471602667 32.398667676857855 43.64222987819336]
alive [4.914259586224211 24.103082411587003 31.551312053464702 49.49024578253294]
alive [2.7358955212289686 37.67816234437416 41.32508563284992]
alive [3.111327687948636 28.135795278009606 33.3922948702471]
alive [8.02631505361548 12.945640838774025 39.97777372397071]
alive [5.738728984075377 43.941775914576155]
alive [5.394930378044686 13.169851684823257 44.66441044977038]
alive [6.088691883226608 30.428058555208363]
alive [6.932254073136669 36.07038994247945 46.96897583292695]
alive [5.975919173558156 21.86191965059586]
alive [5.949282462516093 30.286079121155137 41.11212000207801]
alive [6.470754635806059 44.30039721893598]
alive [8.591789406883848]
alive [6.624836368596858 35.15750494585306]
alive [6.531631559156875 21.68285750314279 41.74606357859934]
alive [7.929026065318379 12.155081222099847]
alive [3.944212661259189 37.037286703345]
alive [7.083739191588358 22.5423171958801 39.783493161434556]
alive [8.01719790199743 29.34529637920739 49.09903677552913]
alive [7.64045373973948 38.694398278125306]
alive [6.724125365197942 23.351428512205995 49.85715322060813]
alive [5.736997646174438 36.97385860249381]
alive [7.611306924631206]
alive [4.372011965947408 27.11332079677542 42.92655065177275]
alive [3.79146467094563 41.705580649884766]
alive [5.684546420425679 45.537012292732086]
alive [6.6147135215891035 36.792257800177936]
alive [5.0622681534182 37.47892701458466]
alive [3.502100910828634]
alive [5.27234413525722 12.760099632147892]
alive [3.4169457312742053 19.840903299003728 42.93159156098043 49.77910131508624]
alive [6.805016873475696 26.132165454668698 38.4900205056564]
alive [6.538378259482376 32.77365628168574 46.43380420278795]
alive [7.956708605168578 39.77048914814768]
alive [2.970996996045892 11.410611786208413 29.56347944216911 45.75035261566815]
alive [5.983957221530911 31.68481939573384]
alive [6.875279293530297 20.01061514728245 41.83929996893467]
alive [6.865430371102219 39.71734311830031]
alive [7.002017025527909]
alive [6.253634451831463 25.758808245282236]
alive [5.7968533108189995 17.697799294227185 35.389370610314415]
alive [4.360654330926807 22.46635099228368 33.505011586773726]
alive [7.70987649924254 30.17117915145016 46.89237386553833]
alive [6.675670794928404 42.383443698469534]
alive [5.595326730598849 18.612128740318834 29.036159348284222 49.11283397172362]
alive [6.322655468501342 30.850897471706286]
alive [5.942388006509445 8.769172632337284 27.99914823714606]
alive [6.448584590568129 30.17107335136352]
alive [7.294287585608951 45.84921489687615]
alive [4.424316187480555 31.22902361002682 36.44140092807431 42.607761380644845]
alive [4.554081191073418 23.430764028455638]
alive [6.329603472759317 28.111347409355066 45.61311230360261]
alive [6.500288066978962]
alive [4.972048483079423 30.345582700916218]
alive [5.102117279079801 31.010381252621013]
alive [6.781737266456416 19.57585553396889 35.12934208109885]
alive [6.757160423700726 39.229980112961705]
alive [4.395894814367696 39.25509059999564]
alive [7.605413619058122]
alive [4.334460138742223 14.741311103557218 38.010563095173104]
alive [7.068820302977439]
alive [6.068555055643742 21.212197556383458]
alive [3.4841842474928413 8.681982671100755]
alive [5.065754012325079 22.87922452502606 40.32404327766916]
alive [5.656437504620269 11.027598437191283]
alive [4.48460608648641 44.71895122949571]
alive [6.853557601158526 26.05038959594103]
alive [6.188441584785588 26.98389160811077]
alive [5.9981052257555865 34.836385423898506]
alive [7.013686908091109 25.793922904324024 44.92065615487631]
alive [7.10399644599782 49.98091783885042]
alive [5.741089212219258 17.995336749175966 26.172956776028112]
alive [6.7503004765942825 30.955129000625227]
alive [7.997160620490789 32.626401876638695]
alive [7.149179098883645 35.65976177674237]
alive [7.34618315266993 21.115706660309918 48.287170807057315]
alive [5.93144143945331 22.595218639416665 47.348745246999925]
alive [6.186302536970211 16.623676584270992]
alive [3.3996661849544227 27.88589590439649 45.080757125386604]
alive [7.349067086999144 38.107791734574505]
alive [5.987079663742584 29.896167968637904]
alive [6.918377914746981 31.814142813104507]
alive [4.379780017884342 13.226299126077135 31.70460120381582 49.260176402152084]
alive [6.749440246834316 19.16355664124621]
alive [7.247632189773651 27.580526876324576]
alive [6.8112561894410115 24.386123152820126]
alive [4.4702907294130885 26.65291366802661 35.386789214815465]
alive [5.015556346252502 38.17697238076928]
alive [5.66798401641757 24.826969386702142 41.612948861750446]
alive [7.057013192392016 22.236441765778014]
alive [8.21165953175583 41.1299319907776]
alive [5.72546240753404 20.240634560534865]
alive [3.692067073397369 16.09949627196879 41.79102860634553]
alive [5.597088324972654 27.123180814509144 45.51790236516692]
alive [5.9693110252696435 36.826013323323394]
alive [5.680372597401673 13.282813719782444]
alive [2.5754100366650508 28.223499817462073 37.87793523792649]
alive [4.425952670439748 21.973239195360097]
alive [5.209539215708646 44.671389633182095]
alive [4.504244249377359 20.45215591969221 46.82007723751824]
alive [3.8178944008839846 30.148635530347427 43.88083738803324]
alive [7.4655997228153845 48.07428982383176]
alive [6.605187470876214 21.23012106353482]
alive [5.567239732509094 41.153110626578325 48.14362930475379]
alive [7.972165668294629 18.34312513306777 32.648668787748264]
alive [7.367972832031839 21.486304990081155]
alive [9.564568513113946 30.11432735227191]
alive [0.45300880770168983 29.35866776938394]
alive [7.388755534720507]
alive [3.634233143393615 40.66931434224817 44.100695874579976]
alive [0.6916628581537877 21.578295918447033 44.39453410715501]
alive [4.530792984264958 31.36669103241905 40.097135224800105]
alive [6.0234171677454915]
alive [2.8506664471210854 10.91452723685331 18.949028169051818]
alive [7.137419099657898 32.01109552355713]
alive [6.831740429774283 29.675423435044543]
alive [4.448945203636183 33.79442572769431]
alive [4.758630257731824 38.26037162582174]
alive [7.811882876706973 23.21478180366568 45.63590869030407]
alive [6.654388809279042 19.72639362012391 42.72231637451106]
alive [6.588154346917259 26.827508986274943 42.48445332621811]
alive [7.613548592296392 23.6740540972296 40.1680220899473]
alive [6.853952359174074 29.94714980458049 44.438287610798604]
alive [4.966542623748583 38.51661066502728]
alive [4.585438711568963 48.502000598233046]
alive [7.182212560262512 20.145080157411186 42.11706873041391]
alive [7.128267960091391 18.360315829438612]
alive [6.9079457892210865 13.401215351539172 30.086970207112767]
alive [5.128098271292213 24.523395984568296]
alive [6.379755777448712 20.669143346258405]
alive [5.375600451842229 24.380938544158347]
alive [7.73020401415979 36.68955371061883]
alive [6.992399839823753]
alive [3.92053237053931]
alive [7.228136867598124 19.011401247615293 28.974413715245092]
alive [7.503241125487456 28.393155035001733]
alive [0 18.125397504734526 29.709290364586554 39.26032479259274 49.90113647148189]
alive [6.434246364776729]
alive [4.044252583368808 38.487033187647945]
alive [6.617429090147821 21.966432439262455]
alive [8.903963956264715 11.407632979451579 31.503958592293422]
alive [4.976478579162481 14.372098371398325]
alive [6.1700515874154815 33.53459680988985]
alive [6.295769877149895 10.177475585625904 33.2191799648274]
alive [6.127174398235889 16.359288396904567 28.362276751944425 39.451278113812364 46.461374132278365]
alive [7.554351411338726 16.596437702154947 36.42024461611082]
alive [5.205133670355291 37.75572503570478 49.70203635531764]
alive [8.170638815381803 37.871847901333325]
alive [6.603952907182421 25.969549576165385]
alive [7.922098897968373 17.220170613355528 45.124510251021476 49.65468635972722]
alive [7.9197817906832215 48.415436979155935]
alive [4.882845057641761 36.80161214239107]
alive [5.088601883435403 29.297239919631956 42.088689522815976]
alive [8.085859927108475 21.418797026645212 42.79008479972157]
alive [6.778870702347253 40.40618554766283]
alive [4.127207498786408 36.05700961963401]
alive [5.193548514757321 29.132006519884843 42.44568208180391]
alive [2.8976131170263733 27.82688819183991 36.602939107786824 44.76722622708511]
alive [4.9733783673092535 24.3554209486262 35.08701545881402 49.39750989970447]
alive [6.643721471580173 40.62585569959196]
alive [5.651939517195671 17.066149587567896 30.35974606138846]
alive [5.602936545175398 34.289632877156194]
alive [7.318750736752881 23.683186052626315 34.2345829695712]
alive [8.190641575924863]
alive [3.9756727404799275 25.01609400423091]
alive [4.019462521859755 25.238479461937075]
alive [4.4393588331855005 36.04437672672908]
alive [4.6220627069680535 31.7271955363825]
alive [7.575407273641465 24.074152490686156]
alive [3.5038008030788137 23.83288096234777 43.00710473780531]
alive [7.80451550205554 16.176055686044926 38.074935970629305]
alive [3.2687065114823812 28.59741610451295]
alive [0.1706917393140813 26.42983832691461 49.042447210765374]
alive [4.5791222136866665 26.70024993450098 37.822378745834925]
alive [7.945020106624159 22.03272617731695]
alive [6.733548436082026 19.410150672816737]
alive [4.2729972143813 22.776634462102955 43.4685983187815]
alive [4.121137955178804 39.41852800021533]
alive [6.975098615956896]
alive [5.982243854175995 23.934917665103715 46.854097777857056]
alive [8.134519479383924 28.125723587700804]
alive [3.2477056651462664 12.305376384080102 46.53405155075039]
alive [5.881577856537024 33.95648814601697 48.57544959262403]
alive [6.15521282412808 46.44373442523813]
alive [8.703631934728433]
alive [3.8814680569519626 20.413125013580014 37.246386903180365]
alive [8.597260451786685 31.520220665819643]
